identifiant_client,identifiant_institution,mois,revenu_net_activites,autres_revenus_menage,charges_menage,capacite_mensuelle,coussin_estime
CLT-000044,INS-001,2023-04,16304,94742,8006,103040,508448
CLT-000044,INS-001,2023-05,13492,106924,6625,113791,536896
CLT-000044,INS-001,2023-06,14186,92541,6966,99762,561837
CLT-000044,INS-001,2023-07,22866,94909,11228,106547,588473
CLT-000044,INS-001,2023-08,26139,93651,12835,106955,615212
CLT-000044,INS-001,2023-09,33793,111210,16593,128410,647314
CLT-000044,INS-001,2023-10,33550,114430,16474,131505,680191
CLT-000044,INS-001,2023-11,29480,82754,14476,97759,704631
CLT-000044,INS-001,2023-12,33167,71393,16286,88274,726699
CLT-000044,INS-001,2024-01,25682,66116,12611,79187,746496
CLT-000044,INS-001,2024-02,23348,69684,11465,81567,766888
CLT-000044,INS-001,2024-03,19627,88352,9637,98342,791473
CLT-000044,INS-001,2024-04,23409,96850,11495,108764,818664
CLT-000044,INS-001,2024-05,20258,71523,9947,81834,839123
CLT-000044,INS-001,2024-06,18996,101783,9328,111451,866986
CLT-000044,INS-001,2024-07,19658,94997,9653,105002,893236
CLT-000044,INS-001,2024-08,20700,70487,10164,81023,913492
CLT-000044,INS-001,2024-09,21443,107187,10529,118101,943017
CLT-000044,INS-001,2024-10,23087,96077,11336,107828,969974
CLT-000044,INS-001,2024-11,26052,98921,12792,112180,998019
CLT-000044,INS-001,2024-12,32686,107733,16050,124369,1029111
CLT-000045,INS-001,2022-10,19880,39940,11650,48170,12042
CLT-000045,INS-001,2022-11,16983,53555,9952,60586,27189
CLT-000045,INS-001,2022-12,15907,43576,9322,50161,39729
CLT-000045,INS-001,2023-01,42098,35336,24670,52763,52920
CLT-000045,INS-001,2023-02,37884,45954,22201,61637,68329
CLT-000045,INS-001,2023-03,33488,54026,19625,67889,85302
CLT-000045,INS-001,2023-04,33284,57457,19505,71236,103111
CLT-000045,INS-001,2023-05,28328,36659,16601,48386,115207
CLT-000045,INS-001,2023-06,40133,35825,23519,52439,128317
CLT-000045,INS-001,2023-07,43631,60538,25569,78600,147967
CLT-000045,INS-001,2023-08,43312,48446,25382,66376,164561
CLT-000045,INS-001,2023-09,55170,36654,32331,59493,179434
CLT-000045,INS-001,2023-10,49972,38408,29284,59096,194208
CLT-000045,INS-001,2023-11,62075,48596,36377,74294,212782
CLT-000045,INS-001,2023-12,69207,57627,40557,86278,234351
CLT-000045,INS-001,2024-01,54637,48555,32018,71174,252145
CLT-000045,INS-001,2024-02,55551,38919,32554,61916,267624
CLT-000045,INS-001,2024-03,40062,42953,23477,59538,282508
CLT-000045,INS-001,2024-04,35164,37680,20607,52237,295567
CLT-000045,INS-001,2024-05,36424,35132,21345,50211,308120
CLT-000045,INS-001,2024-06,34458,52631,20193,66896,324844
CLT-000045,INS-001,2024-07,33719,42649,19760,56608,338996
CLT-000045,INS-001,2024-08,36379,49524,21319,64584,355142
CLT-000045,INS-001,2024-09,45319,37600,26558,56361,369232
CLT-000045,INS-001,2024-10,55522,52528,32537,75513,388111
CLT-000045,INS-001,2024-11,55080,36447,32278,59249,402923
CLT-000045,INS-001,2024-12,56811,48926,33292,72444,421034
CLT-000045,INS-001,2025-01,-129036,61768,0,-67268,404217
CLT-000045,INS-001,2025-02,-112627,44205,0,-68422,387112
CLT-000045,INS-001,2025-03,-100807,35135,0,-65672,370694
CLT-000045,INS-001,2025-04,-114263,36253,0,-78010,351191
CLT-000045,INS-001,2025-05,-123563,42519,0,-81044,330930
CLT-000045,INS-001,2025-06,-131358,45817,0,-85541,309545
CLT-000045,INS-001,2025-07,-127187,34408,0,-92779,286350
CLT-000045,INS-001,2025-08,-144609,34344,0,-110265,258784
CLT-000045,INS-001,2025-09,-160226,54138,0,-106088,232262
CLT-000045,INS-001,2025-10,-188700,44302,0,-144398,196162
CLT-000045,INS-001,2025-11,-106986,55921,0,-51065,183396
CLT-000045,INS-001,2025-12,-100025,54364,0,-45661,171981
CLT-000046,INS-001,2022-11,30706,0,13519,17187,4297
CLT-000046,INS-001,2022-12,31916,0,14052,17864,8763
CLT-000046,INS-001,2023-01,40930,0,18020,22910,14490
CLT-000046,INS-001,2023-02,38223,0,16828,21395,19839
CLT-000046,INS-001,2023-03,32519,0,14317,18202,24390
CLT-000046,INS-001,2023-04,25218,0,11103,14115,27918
CLT-000046,INS-001,2023-05,31678,0,13947,17731,32351
CLT-000046,INS-001,2023-06,33178,0,14607,18571,36994
CLT-000046,INS-001,2023-07,51242,0,22560,28682,44164
CLT-000046,INS-001,2023-08,49940,0,21987,27953,51153
CLT-000046,INS-001,2023-09,45624,0,20087,25537,57537
CLT-000046,INS-001,2023-10,45046,0,19832,25214,63840
CLT-000046,INS-001,2023-11,46452,0,20451,26001,70341
CLT-000046,INS-001,2023-12,46116,0,20303,25813,76794
CLT-000046,INS-001,2024-01,46914,0,20655,26259,83358
CLT-000046,INS-001,2024-02,39950,0,17589,22361,88949
CLT-000046,INS-001,2024-03,36352,0,16005,20347,94036
CLT-000046,INS-001,2024-04,31709,0,13960,17749,98473
CLT-000046,INS-001,2024-05,30759,0,13542,17217,102777
CLT-000046,INS-001,2024-06,34016,0,14976,19040,107537
CLT-000046,INS-001,2024-07,28999,0,12767,16232,111595
CLT-000046,INS-001,2024-08,31647,0,13933,17714,116023
CLT-000046,INS-001,2024-09,41705,0,18361,23344,121859
CLT-000046,INS-001,2024-10,24813,0,10924,13889,125331
CLT-000046,INS-001,2024-11,17275,0,7606,9669,127749
CLT-000046,INS-001,2024-12,17698,0,7792,9906,130225
CLT-000046,INS-001,2025-01,1468,0,646,822,130431
CLT-000046,INS-001,2025-02,2082,0,917,1165,130722
CLT-000046,INS-001,2025-03,1868,0,822,1046,130983
CLT-000046,INS-001,2025-04,1716,0,755,961,131224
CLT-000046,INS-001,2025-05,1505,0,663,842,131434
CLT-000046,INS-001,2025-06,1537,0,677,860,131649
CLT-000046,INS-001,2025-07,1648,0,726,922,131880
CLT-000046,INS-001,2025-08,2025,0,892,1133,132163
CLT-000046,INS-001,2025-09,1986,0,874,1112,132441
CLT-000046,INS-001,2025-10,2331,0,1026,1305,132767
CLT-000046,INS-001,2025-11,2503,0,1102,1401,133118
CLT-000046,INS-001,2025-12,1995,0,878,1117,133397
CLT-000047,INS-001,2022-12,36742,56555,24669,68628,50657
CLT-000047,INS-001,2023-01,57263,55845,38447,74660,69322
CLT-000047,INS-001,2023-02,57834,43510,38830,62514,84951
CLT-000047,INS-001,2023-03,37568,74942,25224,87286,106772
CLT-000047,INS-001,2023-04,61983,54654,41616,75020,125527
CLT-000047,INS-001,2023-05,99822,78424,67022,111224,153333
CLT-000047,INS-001,2023-06,59007,65396,39618,84785,174530
CLT-000047,INS-001,2023-07,104181,49171,69948,83404,195380
CLT-000047,INS-001,2023-08,165456,60475,111089,114841,224091
CLT-000047,INS-001,2023-09,59568,59781,39995,79354,243929
CLT-000047,INS-001,2023-10,98384,47171,66056,79498,263804
CLT-000047,INS-001,2023-11,129889,61899,87209,104579,289949
CLT-000047,INS-001,2023-12,118711,69850,79704,108857,317163
CLT-000047,INS-001,2024-01,65631,52491,44065,74056,335677
CLT-000047,INS-001,2024-02,40775,74198,27377,87596,357576
CLT-000047,INS-001,2024-03,38992,43343,26180,56155,371615
CLT-000047,INS-001,2024-04,47865,50646,32137,66374,388208
CLT-000047,INS-001,2024-05,43245,66575,29035,80784,408404
CLT-000047,INS-001,2024-06,71045,69997,47700,93342,431740
CLT-000047,INS-001,2024-07,70033,64596,47021,87608,453642
CLT-000047,INS-001,2024-08,81900,45303,54989,72215,471695
CLT-000047,INS-001,2024-09,121747,51958,81742,91962,494686
CLT-000047,INS-001,2024-10,90042,69208,60455,98795,519385
CLT-000047,INS-001,2024-11,38891,78893,26112,91672,542303
CLT-000047,INS-001,2024-12,28804,78438,19339,87903,564278
CLT-000047,INS-001,2025-01,-47302,52058,0,4756,565468
CLT-000048,INS-001,2022-12,49966,84520,27100,107386,26847
CLT-000048,INS-001,2023-01,57561,88043,31219,114385,55443
CLT-000048,INS-001,2023-02,48259,57225,26174,79310,75270
CLT-000048,INS-001,2023-03,48906,77767,26525,100148,100307
CLT-000048,INS-001,2023-04,50729,77856,27513,101072,125575
CLT-000048,INS-001,2023-05,42533,91397,23068,110861,153291
CLT-000048,INS-001,2023-06,52211,51146,28317,75040,172051
CLT-000048,INS-001,2023-07,51900,66278,28149,90030,194558
CLT-000048,INS-001,2023-08,49730,68811,26972,91569,217450
CLT-000048,INS-001,2023-09,49405,56638,26795,79248,237262
CLT-000048,INS-001,2023-10,54937,60378,29796,85520,258642
CLT-000048,INS-001,2023-11,52064,84988,28237,108814,285846
CLT-000048,INS-001,2023-12,53342,69515,28931,93927,309327
CLT-000048,INS-001,2024-01,47914,87331,25987,109259,336642
CLT-000049,INS-001,2023-01,94,0,37,57,9514
CLT-000049,INS-001,2023-02,102,0,40,62,9530
CLT-000049,INS-001,2023-03,148,0,58,90,9552
CLT-000049,INS-001,2023-04,78,0,31,47,9564
CLT-000049,INS-001,2023-05,73,0,29,44,9575
CLT-000049,INS-001,2023-06,4392,0,1720,2672,10243
CLT-000049,INS-001,2023-07,4729,0,1852,2877,10962
CLT-000049,INS-001,2023-08,5104,0,1999,3105,11739
CLT-000049,INS-001,2023-09,6716,0,2630,4086,12760
CLT-000049,INS-001,2023-10,7379,0,2890,4489,13882
CLT-000049,INS-001,2023-11,7836,0,3069,4767,15074
CLT-000049,INS-001,2023-12,10043,0,3934,6109,16601
CLT-000049,INS-001,2024-01,160,0,63,97,16626
CLT-000049,INS-001,2024-02,136,0,53,83,16646
CLT-000049,INS-001,2024-03,123,0,48,75,16665
CLT-000049,INS-001,2024-04,105,0,41,64,16681
CLT-000049,INS-001,2024-05,148,0,58,90,16703
CLT-000049,INS-001,2024-06,106,0,42,64,16720
CLT-000049,INS-001,2024-07,98,0,38,60,16735
CLT-000049,INS-001,2024-08,97,0,38,59,16749
CLT-000049,INS-001,2024-09,119,0,47,72,16767
CLT-000049,INS-001,2024-10,146,0,57,89,16790
CLT-000049,INS-001,2024-11,168,0,66,102,16815
CLT-000049,INS-001,2024-12,215,0,84,131,16848
CLT-000049,INS-001,2025-01,-105292,0,0,-105292,0
CLT-000049,INS-001,2025-02,-94291,0,0,-94291,0
CLT-000049,INS-001,2025-03,-104737,0,0,-104737,0
CLT-000049,INS-001,2025-04,-95119,0,0,-95119,0
CLT-000049,INS-001,2025-05,-87572,0,0,-87572,0
CLT-000049,INS-001,2025-06,-84041,0,0,-84041,0
CLT-000049,INS-001,2025-07,-70330,0,0,-70330,0
CLT-000049,INS-001,2025-08,-97502,0,0,-97502,0
CLT-000049,INS-001,2025-09,-93048,0,0,-93048,0
CLT-000049,INS-001,2025-10,-89694,0,0,-89694,0
CLT-000049,INS-001,2025-11,-111289,0,0,-111289,0
CLT-000049,INS-001,2025-12,-125416,0,0,-125416,0
CLT-000050,INS-001,2023-01,59733,115859,39236,136356,34089
CLT-000050,INS-001,2023-02,54550,96763,35831,115482,62959
CLT-000050,INS-001,2023-03,50000,130243,32843,147400,99810
CLT-000050,INS-001,2023-04,42023,123575,27603,137995,134308
CLT-000050,INS-001,2023-05,35197,144903,23119,156980,173553
CLT-000050,INS-001,2023-06,34884,121374,22914,133344,206889
CLT-000050,INS-001,2023-07,31915,137354,20964,148305,243966
CLT-000050,INS-001,2023-08,38119,143259,25039,156339,283051
CLT-000050,INS-001,2023-09,30608,136665,20105,147168,319843
CLT-000050,INS-001,2023-10,38987,105200,25609,118578,349487
CLT-000050,INS-001,2023-11,46976,150182,30856,166301,391062
CLT-000050,INS-001,2023-12,58049,149434,38130,169353,433401
CLT-000050,INS-001,2024-01,37656,137808,24735,150729,471083
CLT-000050,INS-001,2024-02,25374,114958,16667,123665,501999
CLT-000050,INS-001,2024-03,34211,120152,22472,131891,534972
CLT-000050,INS-001,2024-04,35846,102043,23546,114343,563558
CLT-000050,INS-001,2024-05,39009,131981,25623,145367,599899
CLT-000050,INS-001,2024-06,57570,86162,37815,105917,626379
CLT-000050,INS-001,2024-07,47173,136800,30986,152987,664625
CLT-000050,INS-001,2024-08,58337,86652,38319,106670,691293
CLT-000050,INS-001,2024-09,44799,143224,29426,158596,730942
CLT-000050,INS-001,2024-10,44171,143935,29014,159092,770715
CLT-000050,INS-001,2024-11,52609,108803,34557,126856,802429
CLT-000050,INS-001,2024-12,57827,150936,37984,170779,845123
CLT-000050,INS-001,2025-01,36880,119255,24225,131910,878101
CLT-000050,INS-001,2025-02,38785,95968,25476,109276,905420
CLT-000050,INS-001,2025-03,42399,144791,27850,159340,945255
CLT-000050,INS-001,2025-04,35190,108611,23115,120686,975427
CLT-000050,INS-001,2025-05,23952,84493,15733,92712,998604
CLT-000050,INS-001,2025-06,23666,101097,15545,109218,1025909
CLT-000050,INS-001,2025-07,28479,112339,18707,122111,1056437
CLT-000050,INS-001,2025-08,25455,142761,16720,151496,1094311
CLT-000050,INS-001,2025-09,23210,128410,15246,136375,1128404
CLT-000050,INS-001,2025-10,36167,85015,23756,97426,1152761
CLT-000050,INS-001,2025-11,29423,143729,19327,153825,1191217
CLT-000050,INS-001,2025-12,47444,116533,31164,132813,1224420
CLT-000051,INS-001,2023-02,8964,15440,2968,21436,27359
CLT-000051,INS-001,2023-03,9286,12700,3074,18912,32087
CLT-000051,INS-001,2023-04,7891,10418,2612,15697,36011
CLT-000051,INS-001,2023-05,8508,16586,2817,22277,41581
CLT-000051,INS-001,2023-06,11147,11128,3690,18584,46227
CLT-000051,INS-001,2023-07,13051,14735,4321,23465,52093
CLT-000051,INS-001,2023-08,11490,11890,3804,19576,56987
CLT-000051,INS-001,2023-09,14371,11869,4758,21482,62358
CLT-000051,INS-001,2023-10,11779,9455,3900,17334,66691
CLT-000051,INS-001,2023-11,14729,14544,4876,24396,72790
CLT-000051,INS-001,2023-12,12260,12835,4059,21036,78049
CLT-000051,INS-001,2024-01,8167,12841,2704,18305,82626
CLT-000051,INS-001,2024-02,6020,12424,1993,16451,86738
CLT-000051,INS-001,2024-03,8069,14402,2671,19800,91688
CLT-000051,INS-001,2024-04,9573,10156,3169,16560,95828
CLT-000051,INS-001,2024-05,9821,12682,3251,19252,100641
CLT-000051,INS-001,2024-06,8913,16281,2951,22244,106202
CLT-000051,INS-001,2024-07,7868,12181,2605,17445,110564
CLT-000051,INS-001,2024-08,11077,11870,3667,19280,115383
CLT-000051,INS-001,2024-09,11302,11963,3742,19523,120264
CLT-000051,INS-001,2024-10,9627,11159,3187,17599,124664
CLT-000051,INS-001,2024-11,10549,15104,3492,22161,130204
CLT-000051,INS-001,2024-12,11357,10423,3760,18020,134709
CLT-000051,INS-001,2025-01,-15465,13147,0,-2318,134130
CLT-000051,INS-001,2025-02,-11268,9565,0,-1703,133704
CLT-000051,INS-001,2025-03,-7085,11297,0,4212,134757
CLT-000051,INS-001,2025-04,-6561,14837,0,8276,136826
CLT-000051,INS-001,2025-05,-7386,14877,0,7491,138699
CLT-000051,INS-001,2025-06,-6832,9956,0,3124,139480
CLT-000051,INS-001,2025-07,-7318,9282,0,1964,139971
CLT-000051,INS-001,2025-08,-14953,15647,0,694,140144
CLT-000051,INS-001,2025-09,-15065,14857,0,-208,140092
CLT-000051,INS-001,2025-10,-16500,15217,0,-1283,139771
CLT-000051,INS-001,2025-11,-16374,9914,0,-6460,138157
CLT-000051,INS-001,2025-12,-13710,13254,0,-456,138043
CLT-000052,INS-001,2023-02,70164,166840,46539,190465,133616
CLT-000052,INS-001,2023-03,38049,117759,25238,130570,166259
CLT-000052,INS-001,2023-04,27426,134694,18191,143928,202241
CLT-000052,INS-001,2023-05,22459,159585,14897,167147,244028
CLT-000052,INS-001,2023-06,46148,98770,30610,114308,272605
CLT-000052,INS-001,2023-07,49290,127416,32694,144013,308608
CLT-000052,INS-001,2023-08,77338,142349,51298,168389,350705
CLT-000052,INS-001,2023-09,107735,147148,71460,183423,396561
CLT-000052,INS-001,2023-10,86544,173382,57404,202522,447191
CLT-000052,INS-001,2023-11,100193,117874,66457,151610,485094
CLT-000052,INS-001,2023-12,119906,107866,79533,148240,522154
CLT-000052,INS-001,2024-01,66787,169250,44299,191738,570088
CLT-000052,INS-001,2024-02,37499,152046,24873,164673,611256
CLT-000052,INS-001,2024-03,24012,154174,15927,162259,651821
CLT-000052,INS-001,2024-04,16523,96478,10960,102041,677331
CLT-000052,INS-001,2024-05,14026,153079,9303,157802,716782
CLT-000052,INS-001,2024-06,9248,99511,6134,102624,742438
CLT-000052,INS-001,2024-07,16763,101890,11119,107534,769322
CLT-000052,INS-001,2024-08,16296,115067,10809,120554,799460
CLT-000052,INS-001,2024-09,26809,170687,17782,179713,844388
CLT-000052,INS-001,2024-10,27405,134851,18178,144079,880408
CLT-000052,INS-001,2024-11,29340,101730,19461,111609,908310
CLT-000052,INS-001,2024-12,88412,96453,58643,126222,939866
CLT-000052,INS-001,2025-01,-146583,114290,0,-32293,931793
CLT-000052,INS-001,2025-02,-127656,114652,0,-13004,928542
CLT-000052,INS-001,2025-03,-84281,129173,0,44892,939765
CLT-000052,INS-001,2025-04,-67592,136826,0,69234,957073
CLT-000052,INS-001,2025-05,-39959,160682,0,120723,987254
CLT-000052,INS-001,2025-06,-39831,120932,0,81101,1007529
CLT-000053,INS-001,2023-04,32639,0,20834,11805,98951
CLT-000053,INS-001,2023-05,27882,0,17798,10084,101472
CLT-000053,INS-001,2023-06,21056,0,13440,7616,103376
CLT-000053,INS-001,2023-07,18578,0,11859,6719,105056
CLT-000053,INS-001,2023-08,17086,0,10906,6180,106601
CLT-000053,INS-001,2023-09,20773,0,13260,7513,108479
CLT-000053,INS-001,2023-10,32767,0,20916,11851,111442
CLT-000053,INS-001,2023-11,35789,0,22845,12944,114678
CLT-000053,INS-001,2023-12,29203,0,18641,10562,117319
CLT-000053,INS-001,2024-01,32010,0,20433,11577,120213
CLT-000053,INS-001,2024-02,32395,0,20678,11717,123142
CLT-000053,INS-001,2024-03,26045,0,16625,9420,125497
CLT-000053,INS-001,2024-04,33760,0,21550,12210,128550
CLT-000053,INS-001,2024-05,28913,0,18456,10457,131164
CLT-000053,INS-001,2024-06,29889,0,19079,10810,133867
CLT-000053,INS-001,2024-07,31489,0,20100,11389,136714
CLT-000053,INS-001,2024-08,39339,0,25111,14228,140271
CLT-000053,INS-001,2024-09,36604,0,23365,13239,143581
CLT-000053,INS-001,2024-10,49343,0,31497,17846,148042
CLT-000053,INS-001,2024-11,68919,0,43992,24927,154274
CLT-000053,INS-001,2024-12,66534,0,42470,24064,160290
CLT-000053,INS-001,2025-01,-12094,0,0,-12094,157267
CLT-000053,INS-001,2025-02,-13164,0,0,-13164,153976
CLT-000053,INS-001,2025-03,-10489,0,0,-10489,151353
CLT-000053,INS-001,2025-04,-8707,0,0,-8707,149177
CLT-000053,INS-001,2025-05,-5661,0,0,-5661,147761
CLT-000053,INS-001,2025-06,-4693,0,0,-4693,146588
CLT-000053,INS-001,2025-07,-9933,0,0,-9933,144105
CLT-000053,INS-001,2025-08,-10030,0,0,-10030,141597
CLT-000053,INS-001,2025-09,-11261,0,0,-11261,138782
CLT-000053,INS-001,2025-10,-13222,0,0,-13222,135477
CLT-000053,INS-001,2025-11,-15887,0,0,-15887,131505
CLT-000053,INS-001,2025-12,-15970,0,0,-15970,127512
CLT-000054,INS-001,2023-04,27799,51227,12049,66977,64244
CLT-000054,INS-001,2023-05,20518,49590,8893,61215,79548
CLT-000054,INS-001,2023-06,21030,47730,9115,59645,94459
CLT-000054,INS-001,2023-07,19243,55199,8341,66101,110984
CLT-000054,INS-001,2023-08,22682,82622,9831,95472,134852
CLT-000054,INS-001,2023-09,20780,72749,9007,84522,155983
CLT-000054,INS-001,2023-10,19571,71268,8483,82356,176572
CLT-000054,INS-001,2023-11,26935,71954,11675,87214,198376
CLT-000054,INS-001,2023-12,19278,47496,8356,58419,212980
CLT-000054,INS-001,2024-01,16845,56616,7301,66160,229520
CLT-000054,INS-001,2024-02,19572,51845,8483,62933,245253
CLT-000054,INS-001,2024-03,10931,74543,4738,80736,265437
CLT-000054,INS-001,2024-04,17913,46302,7764,56451,279550
CLT-000054,INS-001,2024-05,18302,70496,7933,80865,299767
CLT-000054,INS-001,2024-06,20549,71032,8907,82674,320435
CLT-000054,INS-001,2024-07,21676,67085,9395,79366,340277
CLT-000054,INS-001,2024-08,20759,61678,8998,73439,358636
CLT-000054,INS-001,2024-09,24341,58574,10550,72364,376727
CLT-000054,INS-001,2024-10,24310,70980,10537,84753,397916
CLT-000054,INS-001,2024-11,30668,75267,13293,92643,421076
CLT-000054,INS-001,2024-12,29165,70478,12641,87002,442827
CLT-000054,INS-001,2025-01,20898,68792,9058,80632,462985
CLT-000054,INS-001,2025-02,23549,49574,10207,62916,478714
CLT-000054,INS-001,2025-03,13537,56178,5867,63848,494676
CLT-000054,INS-001,2025-04,14198,67916,6154,75960,513666
CLT-000054,INS-001,2025-05,15143,74269,6564,82848,534378
CLT-000054,INS-001,2025-06,12181,67809,5280,74710,553055
CLT-000054,INS-001,2025-07,13375,52266,5797,59843,568016
CLT-000054,INS-001,2025-08,12596,76679,5460,83816,588970
CLT-000054,INS-001,2025-09,12041,50030,5219,56852,603183
CLT-000054,INS-001,2025-10,10474,78778,4540,84712,624361
CLT-000054,INS-001,2025-11,14040,50960,6085,58914,639090
CLT-000054,INS-001,2025-12,17787,80487,7710,90565,661731
CLT-000055,INS-001,2025-08,45215,0,29019,16196,38049
CLT-000055,INS-001,2025-09,41416,0,26581,14835,41758
CLT-000055,INS-001,2025-10,36850,0,23650,13200,45058
CLT-000055,INS-001,2025-11,25090,0,16103,8987,47305
CLT-000055,INS-001,2025-12,22043,0,14147,7896,49279
CLT-000056,INS-001,2023-05,31849,0,16542,15307,3827
CLT-000056,INS-001,2023-06,26956,0,14001,12955,7066
CLT-000056,INS-001,2023-07,36407,0,18909,17498,11440
CLT-000056,INS-001,2023-08,41334,0,21468,19866,16407
CLT-000056,INS-001,2023-09,50022,0,25981,24041,22417
CLT-000056,INS-001,2023-10,41622,0,21618,20004,27418
CLT-000056,INS-001,2023-11,39488,0,20509,18979,32163
CLT-000056,INS-001,2023-12,41266,0,21433,19833,37121
CLT-000056,INS-001,2024-01,33871,0,17592,16279,41191
CLT-000056,INS-001,2024-02,47985,0,24923,23062,46956
CLT-000056,INS-001,2024-03,39259,0,20391,18868,51673
CLT-000056,INS-001,2024-04,35006,0,18182,16824,55879
CLT-000056,INS-001,2024-05,34359,0,17846,16513,60008
CLT-000056,INS-001,2024-06,46196,0,23993,22203,65558
CLT-000056,INS-001,2024-07,42595,0,22123,20472,70676
CLT-000056,INS-001,2024-08,41816,0,21719,20097,75701
CLT-000056,INS-001,2024-09,49114,0,25509,23605,81602
CLT-000056,INS-001,2024-10,56622,0,29409,27213,88405
CLT-000056,INS-001,2024-11,41777,0,21698,20079,93425
CLT-000056,INS-001,2024-12,59654,0,30983,28671,100593
CLT-000056,INS-001,2025-01,-29322,0,0,-29322,93262
CLT-000056,INS-001,2025-02,-32362,0,0,-32362,85172
CLT-000056,INS-001,2025-03,-25750,0,0,-25750,78734
CLT-000056,INS-001,2025-04,-27543,0,0,-27543,71848
CLT-000056,INS-001,2025-05,-22355,0,0,-22355,66260
CLT-000056,INS-001,2025-06,-21191,0,0,-21191,60962
CLT-000056,INS-001,2025-07,-23365,0,0,-23365,55121
CLT-000056,INS-001,2025-08,-26548,0,0,-26548,48484
CLT-000056,INS-001,2025-09,-29559,0,0,-29559,41094
CLT-000056,INS-001,2025-10,-24414,0,0,-24414,34990
CLT-000056,INS-001,2025-11,-29731,0,0,-29731,27558
CLT-000056,INS-001,2025-12,-30758,0,0,-30758,19868
CLT-000057,INS-001,2025-03,-17087,150331,0,133244,33311
CLT-000057,INS-001,2025-04,-13778,212322,0,198544,82947
CLT-000057,INS-001,2025-05,-9922,261277,0,251355,145786
CLT-000057,INS-001,2025-06,-9992,219314,0,209322,198116
CLT-000057,INS-001,2025-07,-10498,236801,0,226303,254692
CLT-000057,INS-001,2025-08,-9531,183700,0,174169,298235
CLT-000057,INS-001,2025-09,-8008,153408,0,145400,334584
CLT-000057,INS-001,2025-10,-11009,251394,0,240385,394681
CLT-000057,INS-001,2025-11,-16561,245451,0,228890,451903
CLT-000057,INS-001,2025-12,-7151,144636,0,137485,486274
CLT-000058,INS-001,2023-06,331062,20830,223789,128103,132026
CLT-000058,INS-001,2023-07,404995,13802,273765,145032,168284
CLT-000058,INS-001,2023-08,473490,14790,320066,168214,210337
CLT-000058,INS-001,2023-09,442048,17490,298812,160726,250519
CLT-000058,INS-001,2023-10,630975,22944,426522,227398,307368
CLT-000058,INS-001,2023-11,768868,18039,519733,267174,374162
CLT-000058,INS-001,2023-12,754655,20897,510126,265426,440518
CLT-000058,INS-001,2024-01,764860,19146,517024,266982,507263
CLT-000058,INS-001,2024-02,713373,13742,482220,244895,568487
CLT-000058,INS-001,2024-03,547099,15830,369824,193105,616763
CLT-000058,INS-001,2024-04,505637,21811,341797,185651,663176
CLT-000058,INS-001,2024-05,537130,19441,363085,193486,711548
CLT-000058,INS-001,2024-06,424673,15820,287067,153426,749904
CLT-000058,INS-001,2024-07,508924,17970,344019,182875,795623
CLT-000058,INS-001,2024-08,711308,18020,480825,248503,857749
CLT-000058,INS-001,2024-09,563248,16669,380740,199177,907543
CLT-000058,INS-001,2024-10,693044,19692,468479,244258,968608
CLT-000058,INS-001,2024-11,663579,14365,448561,229383,1025953
CLT-000058,INS-001,2024-12,744967,17590,503577,258980,1090698
CLT-000058,INS-001,2025-01,-45513,13101,0,-32412,1082595
CLT-000058,INS-001,2025-02,-39915,13107,0,-26808,1075893
CLT-000058,INS-001,2025-03,-38011,13706,0,-24305,1069817
CLT-000058,INS-001,2025-04,-37037,16739,0,-20298,1064743
CLT-000058,INS-001,2025-05,-34148,17403,0,-16745,1060557
CLT-000058,INS-001,2025-06,-31071,21703,0,-9368,1058215
CLT-000058,INS-001,2025-07,-36563,22135,0,-14428,1054608
CLT-000058,INS-001,2025-08,-35082,14493,0,-20589,1049460
CLT-000058,INS-001,2025-09,-41984,17824,0,-24160,1043420
CLT-000058,INS-001,2025-10,-50709,19131,0,-31578,1035526
CLT-000058,INS-001,2025-11,-60576,17365,0,-43211,1024723
CLT-000058,INS-001,2025-12,-56087,18723,0,-37364,1015382
CLT-000059,INS-001,2023-06,35101,0,23375,11726,59432
CLT-000059,INS-001,2023-07,36906,0,24576,12330,62514
CLT-000059,INS-001,2023-08,42642,0,28396,14246,66075
CLT-000059,INS-001,2023-09,44695,0,29763,14932,69808
CLT-000059,INS-001,2023-10,49328,0,32849,16479,73928
CLT-000059,INS-001,2023-11,52297,0,34826,17471,78296
CLT-000059,INS-001,2023-12,55685,0,37082,18603,82947
CLT-000059,INS-001,2024-01,49000,0,32630,16370,87039
CLT-000059,INS-001,2024-02,45333,0,30188,15145,90826
CLT-000059,INS-001,2024-03,40425,0,26920,13505,94202
CLT-000059,INS-001,2024-04,39873,0,26552,13321,97532
CLT-000059,INS-001,2024-05,31933,0,21265,10668,100199
CLT-000059,INS-001,2024-06,28906,0,19249,9657,102613
CLT-000059,INS-001,2024-07,31656,0,21080,10576,105257
CLT-000059,INS-001,2024-08,32280,0,21496,10784,107953
CLT-000059,INS-001,2024-09,33025,0,21992,11033,110711
CLT-000059,INS-001,2024-10,31583,0,21032,10551,113349
CLT-000059,INS-001,2024-11,35500,0,23640,11860,116314
CLT-000059,INS-001,2024-12,37103,0,24708,12395,119413
CLT-000059,INS-001,2025-01,-9452,0,0,-9452,117050
CLT-000059,INS-001,2025-02,-9160,0,0,-9160,114760
CLT-000059,INS-001,2025-03,-8046,0,0,-8046,112748
