identifiant_demande,identifiant_institution,aurait_ete_decaisse,defaut_contrefactuel,jours_retard_max_contrefactuel,capital_perdu_contrefactuel
DEM-003867,INS-001,0,0,4,0
DEM-003868,INS-001,1,0,55,0
DEM-003880,INS-001,1,0,4,0
DEM-003885,INS-001,1,0,4,0
DEM-003889,INS-001,1,0,32,0
DEM-003893,INS-001,1,0,35,0
DEM-003899,INS-001,1,0,2,0
DEM-003903,INS-001,1,0,3,0
DEM-003908,INS-001,1,0,4,0
DEM-003922,INS-001,1,0,4,0
DEM-003936,INS-001,1,0,1,0
DEM-003938,INS-001,1,1,90,37230
DEM-003941,INS-001,1,0,30,0
DEM-003943,INS-001,1,0,4,0
DEM-003945,INS-001,0,0,4,0
DEM-003958,INS-001,1,0,4,0
DEM-003959,INS-001,1,0,1,0
DEM-003960,INS-001,1,0,3,0
DEM-003966,INS-001,1,0,3,0
DEM-003972,INS-001,1,0,4,0
DEM-003976,INS-001,1,0,3,0
DEM-003977,INS-001,1,0,4,0
DEM-003978,INS-001,0,0,4,0
DEM-003979,INS-001,1,0,0,0
DEM-003983,INS-001,1,0,4,0
DEM-003984,INS-001,1,0,59,0
DEM-003986,INS-001,1,0,7,0
DEM-003992,INS-001,1,0,2,0
DEM-003993,INS-001,1,1,90,8333
DEM-003998,INS-001,1,0,4,0
DEM-004000,INS-001,1,0,4,0
DEM-004004,INS-001,1,0,4,0
DEM-004008,INS-001,0,0,4,0
DEM-004015,INS-001,1,0,4,0
DEM-004017,INS-001,1,0,4,0
DEM-004022,INS-001,1,0,29,0
DEM-004023,INS-001,1,1,121,34105
DEM-004024,INS-001,1,0,4,0
DEM-004028,INS-001,1,0,25,0
DEM-004036,INS-001,1,0,2,0
DEM-004038,INS-001,1,0,4,0
DEM-004040,INS-001,1,0,4,0
DEM-004045,INS-001,1,0,3,0
DEM-004050,INS-001,1,0,4,0
DEM-004051,INS-001,1,0,4,0
DEM-004060,INS-001,1,0,4,0
DEM-004064,INS-001,1,0,29,0
DEM-004070,INS-001,1,0,28,0
DEM-004071,INS-001,1,0,4,0
DEM-004077,INS-001,1,0,4,0
DEM-004085,INS-001,1,0,4,0
DEM-004088,INS-001,1,0,4,0
DEM-004094,INS-001,1,0,4,0
DEM-004097,INS-001,1,0,2,0
DEM-004103,INS-001,1,0,4,0
DEM-004106,INS-001,1,0,2,0
DEM-004113,INS-001,1,0,4,0
DEM-004116,INS-001,1,0,3,0
DEM-004120,INS-001,1,0,3,0
DEM-004121,INS-001,1,0,4,0
DEM-004122,INS-001,1,0,1,0
DEM-004130,INS-001,1,0,4,0
DEM-004134,INS-001,1,0,42,0
DEM-004137,INS-001,1,0,4,0
DEM-004138,INS-001,1,0,2,0
DEM-004149,INS-001,1,0,4,0
DEM-004154,INS-001,1,0,4,0
DEM-004155,INS-001,1,0,1,0
DEM-004157,INS-001,1,0,4,0
DEM-004159,INS-001,1,0,2,0
DEM-004162,INS-001,1,0,4,0
DEM-004164,INS-001,1,0,4,0
DEM-004170,INS-001,1,0,4,0
DEM-004173,INS-001,1,0,34,0
DEM-004179,INS-001,1,0,4,0
DEM-004180,INS-001,1,0,4,0
DEM-004181,INS-001,0,0,20,0
DEM-004189,INS-001,0,0,30,0
DEM-004194,INS-001,1,0,30,0
DEM-004205,INS-001,1,0,4,0
DEM-004206,INS-001,1,0,24,0
DEM-004208,INS-001,0,0,35,0
DEM-004209,INS-001,1,0,0,0
DEM-004210,INS-001,1,0,4,0
DEM-004219,INS-001,1,0,1,0
DEM-004231,INS-001,1,0,4,0
DEM-004233,INS-001,1,0,4,0
DEM-004238,INS-001,1,0,3,0
DEM-004243,INS-001,1,0,1,0
DEM-004244,INS-001,1,0,4,0
DEM-004246,INS-001,1,0,4,0
DEM-004253,INS-001,1,0,19,0
DEM-004256,INS-001,1,0,23,0
DEM-004270,INS-001,1,0,27,0
DEM-004279,INS-001,1,0,1,0
DEM-004281,INS-001,1,0,2,0
DEM-004282,INS-001,1,0,84,0
DEM-004291,INS-001,1,1,90,66672
DEM-004298,INS-001,1,0,4,0
DEM-004301,INS-001,1,0,3,0
DEM-004303,INS-001,1,0,3,0
DEM-004311,INS-001,1,1,90,37222
DEM-004321,INS-001,1,0,4,0
DEM-004326,INS-001,1,1,90,39166
DEM-004331,INS-001,1,0,4,0
DEM-004332,INS-001,1,0,3,0
DEM-004336,INS-001,1,0,32,0
DEM-004338,INS-001,1,0,26,0
DEM-004355,INS-001,1,0,4,0
DEM-004359,INS-001,1,0,2,0
DEM-004367,INS-001,1,0,2,0
DEM-004374,INS-001,1,0,75,0
DEM-004375,INS-001,1,0,4,0
DEM-004376,INS-001,1,0,4,0
DEM-004380,INS-001,1,0,2,0
DEM-004381,INS-001,1,0,4,0
DEM-004382,INS-001,1,0,4,0
DEM-004383,INS-001,1,0,4,0
DEM-004387,INS-001,1,0,4,0
DEM-004388,INS-001,1,0,4,0
DEM-004389,INS-001,1,0,3,0
DEM-004390,INS-001,0,0,1,0
DEM-004395,INS-001,1,0,0,0
DEM-004398,INS-001,1,0,4,0
DEM-004401,INS-001,1,0,3,0
DEM-004402,INS-001,1,0,1,0
DEM-004403,INS-001,1,0,4,0
DEM-004404,INS-001,1,0,4,0
DEM-004405,INS-001,1,0,73,0
DEM-004411,INS-001,1,0,0,0
DEM-004412,INS-001,1,0,4,0
DEM-004413,INS-001,1,0,4,0
DEM-004420,INS-001,1,1,90,100000
DEM-004427,INS-001,1,0,4,0
DEM-004428,INS-001,1,0,63,0
DEM-004432,INS-001,1,0,4,0
DEM-004433,INS-001,1,0,32,0
DEM-004443,INS-001,1,0,2,0
DEM-004456,INS-001,1,0,10,0
DEM-004457,INS-001,1,0,3,0
DEM-004459,INS-001,1,0,19,0
DEM-004461,INS-001,1,0,15,0
DEM-004462,INS-001,1,0,3,0
DEM-004464,INS-001,1,0,4,0
DEM-004466,INS-001,1,0,2,0
DEM-004467,INS-001,1,0,0,0
DEM-004476,INS-001,1,0,4,0
DEM-004484,INS-001,1,0,1,0
DEM-004494,INS-001,1,0,4,0
DEM-004498,INS-001,1,0,2,0
DEM-004504,INS-001,1,0,28,0
DEM-004516,INS-001,1,0,0,0
DEM-004534,INS-001,1,0,27,0
DEM-004543,INS-001,1,0,4,0
DEM-004544,INS-001,1,0,0,0
DEM-004551,INS-001,0,0,4,0
DEM-004557,INS-001,1,0,0,0
DEM-004559,INS-001,1,1,90,75000
DEM-004560,INS-001,0,1,90,50000
DEM-004561,INS-001,1,0,3,0
DEM-004562,INS-001,1,0,4,0
DEM-004569,INS-001,1,0,17,0
DEM-004570,INS-001,1,0,3,0
DEM-004588,INS-001,1,0,3,0
DEM-004596,INS-001,1,0,6,0
DEM-004606,INS-001,1,1,90,85000
DEM-004607,INS-001,1,0,4,0
DEM-004614,INS-001,1,0,3,0
DEM-004615,INS-001,1,0,4,0
DEM-004619,INS-001,1,0,4,0
DEM-004623,INS-001,1,0,2,0
DEM-004625,INS-001,1,0,31,0
DEM-004627,INS-001,1,0,4,0
DEM-004633,INS-001,1,0,4,0
DEM-004636,INS-001,1,0,4,0
DEM-004637,INS-001,1,0,4,0
DEM-004645,INS-001,1,0,4,0
DEM-004651,INS-001,1,0,4,0
DEM-004652,INS-001,1,0,4,0
DEM-004656,INS-001,1,0,4,0
DEM-004657,INS-001,1,0,66,0
DEM-004658,INS-001,1,0,54,0
DEM-004659,INS-001,0,0,0,0
DEM-004661,INS-001,1,0,42,0
DEM-004670,INS-001,1,0,3,0
DEM-004687,INS-001,1,1,90,5560
DEM-004712,INS-001,0,0,4,0
DEM-004715,INS-001,1,0,2,0
DEM-004716,INS-001,1,0,4,0
DEM-004717,INS-001,1,0,4,0
DEM-004731,INS-001,0,1,90,4413
DEM-004732,INS-001,0,0,4,0
DEM-004750,INS-001,1,0,6,0
DEM-004753,INS-001,1,0,33,0
DEM-004755,INS-001,1,0,3,0
DEM-004756,INS-001,1,0,4,0
DEM-004757,INS-001,1,0,7,0
DEM-004758,INS-001,1,0,34,0
DEM-004762,INS-001,1,0,10,0
DEM-004770,INS-001,1,0,62,0
DEM-004771,INS-001,1,0,4,0
DEM-004774,INS-001,1,0,1,0
DEM-004776,INS-001,1,0,43,0
DEM-004778,INS-001,1,1,90,75000
DEM-004780,INS-001,0,0,4,0
DEM-004784,INS-001,1,0,4,0
DEM-004792,INS-001,0,0,3,0
DEM-004795,INS-001,1,0,3,0
DEM-004797,INS-001,1,0,3,0
DEM-004838,INS-001,1,0,0,0
DEM-004844,INS-001,1,0,4,0
DEM-004849,INS-001,1,1,121,113888
DEM-004863,INS-001,1,0,3,0
DEM-004876,INS-001,1,0,3,0
DEM-004883,INS-001,1,0,4,0
DEM-004890,INS-001,1,0,0,0
DEM-004905,INS-001,0,0,3,0
DEM-004911,INS-001,1,1,90,45833
DEM-004912,INS-001,1,0,4,0
DEM-004938,INS-001,1,0,4,0
DEM-004941,INS-001,0,0,65,0
DEM-004951,INS-001,1,0,31,0
DEM-004958,INS-001,0,0,4,0
DEM-004963,INS-001,1,0,30,0
DEM-004967,INS-001,1,0,4,0
DEM-004968,INS-001,1,0,3,0
DEM-004972,INS-001,1,0,4,0
DEM-004978,INS-001,1,0,2,0
DEM-004987,INS-001,1,0,34,0
DEM-004996,INS-001,1,0,4,0
DEM-004999,INS-001,1,0,4,0
DEM-005000,INS-001,1,0,30,0
DEM-005017,INS-001,0,0,33,0
DEM-005020,INS-001,1,0,4,0
DEM-005026,INS-001,1,0,3,0
DEM-005027,INS-001,1,0,2,0
DEM-005030,INS-001,1,0,4,0
DEM-005032,INS-001,1,0,4,0
DEM-005035,INS-001,1,0,4,0
DEM-005049,INS-001,0,0,4,0
DEM-005053,INS-001,1,0,32,0
DEM-005054,INS-001,1,0,30,0
DEM-005057,INS-001,1,0,4,0
DEM-005059,INS-001,1,0,0,0
DEM-005073,INS-001,1,0,4,0
DEM-005079,INS-001,1,0,31,0
DEM-005085,INS-001,1,0,4,0
DEM-005088,INS-001,1,0,0,0
DEM-005097,INS-001,1,1,90,18012
DEM-005100,INS-001,1,0,3,0
DEM-005101,INS-001,1,0,0,0
DEM-005103,INS-001,1,0,4,0
DEM-005110,INS-001,1,0,4,0
DEM-005111,INS-001,1,0,4,0
DEM-005112,INS-001,1,0,4,0
DEM-005114,INS-001,1,0,4,0
DEM-005118,INS-001,1,0,16,0
DEM-005121,INS-001,0,0,15,0
DEM-005124,INS-001,1,0,3,0
DEM-005127,INS-001,1,0,3,0
DEM-005128,INS-001,1,0,3,0
DEM-005133,INS-001,1,0,3,0
DEM-005138,INS-001,1,0,68,0
DEM-005140,INS-001,1,0,4,0
DEM-005143,INS-001,1,0,3,0
DEM-005145,INS-001,1,0,4,0
DEM-005147,INS-001,1,0,4,0
DEM-005148,INS-001,1,1,90,7354
DEM-005149,INS-001,1,0,28,0
DEM-005156,INS-001,1,0,4,0
DEM-005160,INS-001,0,0,30,0
DEM-005162,INS-001,1,0,4,0
DEM-005167,INS-001,1,0,3,0
DEM-005169,INS-001,1,0,3,0
DEM-005170,INS-001,1,0,19,0
DEM-005182,INS-001,1,0,3,0
DEM-005184,INS-001,1,0,2,0
DEM-005188,INS-001,1,0,4,0
DEM-005189,INS-001,1,0,4,0
DEM-005191,INS-001,1,0,0,0
DEM-005192,INS-001,1,0,34,0
DEM-005204,INS-001,1,0,4,0
DEM-005222,INS-001,1,0,3,0
DEM-005223,INS-001,1,0,4,0
DEM-005225,INS-001,1,0,1,0
DEM-005237,INS-001,1,0,4,0
DEM-005238,INS-001,1,0,2,0
DEM-005239,INS-001,1,0,3,0
DEM-005243,INS-001,1,0,4,0
DEM-005246,INS-001,1,0,47,0
DEM-005255,INS-001,1,0,4,0
DEM-005258,INS-001,1,0,4,0
DEM-005259,INS-001,1,1,90,72500
DEM-005264,INS-001,1,0,4,0
DEM-005268,INS-001,1,0,4,0
DEM-005269,INS-001,1,0,4,0
DEM-005270,INS-001,1,0,4,0
DEM-005271,INS-001,1,1,90,31250
DEM-005272,INS-001,1,0,3,0
DEM-005275,INS-001,1,0,4,0
DEM-005279,INS-001,1,0,4,0
DEM-005286,INS-001,1,0,3,0
DEM-005302,INS-001,0,0,3,0
DEM-005303,INS-001,1,0,29,0
DEM-005306,INS-001,1,0,4,0
DEM-005317,INS-001,1,0,2,0
DEM-005318,INS-001,1,0,2,0
DEM-005321,INS-001,1,0,3,0
DEM-005323,INS-001,1,0,2,0
DEM-005324,INS-001,1,0,4,0
DEM-005328,INS-001,1,0,4,0
DEM-005329,INS-001,1,0,4,0
DEM-005338,INS-001,1,0,25,0
DEM-005343,INS-001,1,0,29,0
DEM-005345,INS-001,1,0,28,0
DEM-005346,INS-001,1,0,4,0
DEM-005347,INS-001,1,0,24,0
DEM-005350,INS-001,1,0,33,0
DEM-005361,INS-001,0,0,3,0
DEM-005363,INS-001,1,0,4,0
DEM-005369,INS-001,1,0,28,0
DEM-005373,INS-001,1,0,2,0
DEM-005383,INS-001,1,0,4,0
DEM-005394,INS-001,0,0,4,0
DEM-005397,INS-001,1,0,4,0
DEM-005404,INS-001,1,1,90,8879
DEM-005406,INS-001,0,0,4,0
DEM-005409,INS-001,1,0,3,0
DEM-005410,INS-001,1,0,18,0
DEM-005411,INS-001,1,0,4,0
DEM-005412,INS-001,1,0,2,0
DEM-005414,INS-001,1,0,4,0
DEM-005417,INS-001,1,0,31,0
DEM-005422,INS-001,1,0,4,0
DEM-005427,INS-001,1,0,70,0
DEM-005430,INS-001,1,0,4,0
DEM-005431,INS-001,1,0,2,0
DEM-005442,INS-001,1,0,3,0
DEM-005444,INS-001,1,0,4,0
DEM-005451,INS-001,1,0,4,0
DEM-005453,INS-001,1,0,31,0
DEM-005455,INS-001,1,0,4,0
DEM-005462,INS-001,1,1,90,39166
DEM-005465,INS-001,1,0,4,0
DEM-005477,INS-001,1,0,4,0
DEM-005479,INS-001,1,0,11,0
DEM-005480,INS-001,1,0,4,0
DEM-005481,INS-001,1,0,32,0
DEM-005483,INS-001,1,0,15,0
DEM-005484,INS-001,1,0,4,0
DEM-005485,INS-001,1,0,4,0
DEM-005491,INS-001,1,0,4,0
DEM-005492,INS-001,0,0,4,0
DEM-005501,INS-001,0,0,3,0
DEM-005502,INS-001,1,0,4,0
DEM-005514,INS-001,1,0,33,0
DEM-005517,INS-001,1,0,4,0
DEM-005533,INS-001,1,0,2,0
DEM-005537,INS-001,1,0,4,0
DEM-005549,INS-001,1,0,33,0
DEM-005552,INS-001,1,0,1,0
DEM-005556,INS-001,1,0,4,0
DEM-005557,INS-001,1,0,4,0
DEM-005583,INS-001,1,1,121,33332
DEM-005584,INS-001,1,0,1,0
DEM-005586,INS-001,1,0,3,0
DEM-005588,INS-001,0,0,3,0
DEM-005594,INS-001,1,0,3,0
DEM-005600,INS-001,1,0,4,0
DEM-005604,INS-001,1,1,90,66666
DEM-005608,INS-001,1,0,3,0
DEM-005615,INS-001,1,1,90,3333
DEM-005616,INS-001,1,0,34,0
DEM-005624,INS-001,1,0,3,0
DEM-005633,INS-001,1,1,90,41666
DEM-005649,INS-001,1,1,120,30775
DEM-005664,INS-001,0,0,4,0
DEM-005665,INS-001,1,0,4,0
DEM-005667,INS-001,1,0,2,0
DEM-005670,INS-001,1,1,90,50555
DEM-005676,INS-001,0,0,3,0
DEM-005677,INS-001,1,0,4,0
DEM-005681,INS-001,1,0,2,0
DEM-005689,INS-001,1,0,3,0
DEM-005701,INS-001,1,0,2,0
DEM-005705,INS-001,1,0,0,0
DEM-005706,INS-001,1,0,4,0
DEM-005710,INS-001,1,1,90,8333
DEM-005711,INS-001,1,0,4,0
DEM-005712,INS-001,1,0,4,0
DEM-005713,INS-001,1,0,3,0
DEM-005714,INS-001,1,1,90,83333
DEM-005715,INS-001,0,0,0,0
DEM-005719,INS-001,1,0,2,0
DEM-005747,INS-001,1,0,2,0
DEM-005748,INS-001,1,0,1,0
DEM-005756,INS-001,1,0,0,0
DEM-005757,INS-001,1,0,3,0
DEM-005766,INS-001,1,0,4,0
DEM-005771,INS-001,1,0,3,0
DEM-005776,INS-001,1,0,3,0
DEM-005777,INS-001,1,1,90,28333
DEM-005787,INS-001,1,0,4,0
DEM-005790,INS-001,1,0,3,0
DEM-005801,INS-001,1,0,23,0
DEM-005805,INS-001,1,0,4,0
DEM-005812,INS-001,1,0,4,0
DEM-005825,INS-001,1,0,4,0
DEM-005835,INS-001,1,0,4,0
DEM-005848,INS-001,1,0,33,0
DEM-005852,INS-001,0,0,4,0
DEM-005853,INS-001,0,0,4,0
DEM-005860,INS-001,0,0,4,0
DEM-005862,INS-001,1,0,3,0
DEM-005869,INS-001,1,0,4,0
DEM-005870,INS-001,0,0,4,0
DEM-005873,INS-001,1,0,0,0
DEM-005877,INS-001,0,0,59,0
DEM-005888,INS-001,1,0,31,0
DEM-005890,INS-001,1,0,4,0
DEM-005895,INS-001,1,0,27,0
DEM-005896,INS-001,1,0,3,0
DEM-005897,INS-001,1,0,4,0
DEM-005901,INS-001,0,0,3,0
DEM-005904,INS-001,0,0,2,0
DEM-005905,INS-001,1,0,4,0
DEM-005906,INS-001,0,0,4,0
DEM-005920,INS-001,1,0,53,0
DEM-005923,INS-001,1,0,3,0
DEM-005924,INS-001,1,0,2,0
DEM-005925,INS-001,1,1,90,26140
DEM-005926,INS-001,1,0,4,0
DEM-005928,INS-001,1,0,0,0
DEM-005930,INS-001,1,1,99,150000
DEM-005932,INS-001,1,0,4,0
DEM-005933,INS-001,1,0,1,0
DEM-005934,INS-001,1,1,90,18734
DEM-005940,INS-001,1,0,1,0
DEM-005943,INS-001,1,0,4,0
DEM-005944,INS-001,1,0,4,0
DEM-005950,INS-001,1,0,2,0
DEM-005957,INS-001,1,1,90,6757
DEM-005959,INS-001,1,0,4,0
DEM-005967,INS-001,1,0,3,0
DEM-005988,INS-001,0,0,38,0
DEM-006000,INS-001,1,0,2,0
DEM-006004,INS-001,1,0,2,0
DEM-006016,INS-001,1,0,4,0
DEM-006024,INS-001,1,0,4,0
DEM-006025,INS-001,1,0,4,0
DEM-006030,INS-001,1,0,2,0
DEM-006037,INS-001,1,0,4,0
DEM-006041,INS-001,1,0,4,0
DEM-006044,INS-001,1,0,4,0
DEM-006054,INS-001,1,0,4,0
DEM-006057,INS-001,1,0,4,0
DEM-006058,INS-001,0,0,3,0
DEM-006059,INS-001,1,0,4,0
DEM-006063,INS-001,1,0,4,0
DEM-006064,INS-001,1,0,4,0
DEM-006069,INS-001,1,0,4,0
DEM-006070,INS-001,1,0,20,0
DEM-006078,INS-001,1,1,90,17891
DEM-006079,INS-001,1,0,3,0
DEM-006080,INS-001,1,0,4,0
DEM-006082,INS-001,1,0,4,0
DEM-006087,INS-001,1,0,17,0
DEM-006090,INS-001,1,0,4,0
DEM-006109,INS-001,1,0,64,0
DEM-006111,INS-001,1,0,3,0
DEM-006118,INS-001,1,0,3,0
DEM-006119,INS-001,0,0,4,0
DEM-006124,INS-001,1,0,4,0
DEM-006137,INS-001,1,0,4,0
DEM-006138,INS-001,1,1,90,47924
DEM-006140,INS-001,1,0,5,0
DEM-006143,INS-001,0,0,0,0
DEM-006145,INS-001,1,0,15,0
DEM-006147,INS-001,1,0,4,0
DEM-006148,INS-001,1,0,4,0
DEM-006150,INS-001,1,0,1,0
DEM-006162,INS-001,1,0,36,0
DEM-006165,INS-001,1,0,4,0
DEM-006166,INS-001,1,0,4,0
DEM-006174,INS-001,1,0,3,0
DEM-006179,INS-001,1,0,11,0
DEM-006180,INS-001,1,0,2,0
DEM-006186,INS-001,1,0,45,0
DEM-006190,INS-001,0,1,121,36666
DEM-006195,INS-001,1,0,4,0
DEM-006198,INS-001,1,0,29,0
DEM-006202,INS-001,1,0,0,0
DEM-006203,INS-001,1,0,3,0
DEM-006206,INS-001,1,0,1,0
DEM-006207,INS-001,1,0,4,0
DEM-006222,INS-001,1,0,30,0
DEM-006223,INS-001,1,0,4,0
DEM-006224,INS-001,1,0,30,0
DEM-006229,INS-001,1,0,17,0
DEM-006235,INS-001,1,0,12,0
DEM-006239,INS-001,1,0,4,0
DEM-006242,INS-001,1,0,4,0
DEM-006249,INS-001,1,0,4,0
DEM-006250,INS-001,1,0,19,0
DEM-006256,INS-001,1,0,30,0
DEM-006265,INS-001,1,0,4,0
DEM-006267,INS-001,1,0,2,0
DEM-006270,INS-001,1,0,34,0
DEM-006272,INS-001,1,0,2,0
DEM-006273,INS-001,1,0,27,0
DEM-006278,INS-001,0,0,3,0
DEM-006283,INS-001,0,0,58,0
DEM-006289,INS-001,1,0,2,0
DEM-006291,INS-001,1,0,4,0
DEM-006309,INS-001,1,0,2,0
DEM-006310,INS-001,1,1,90,30833
DEM-006315,INS-001,1,0,3,0
DEM-006316,INS-001,1,0,4,0
DEM-006317,INS-001,1,0,3,0
DEM-006325,INS-001,1,0,4,0
DEM-006335,INS-001,1,0,34,0
DEM-006338,INS-001,0,0,4,0
DEM-006346,INS-001,1,0,4,0
DEM-006347,INS-001,1,0,4,0
DEM-006360,INS-001,1,0,4,0
DEM-006363,INS-001,1,0,4,0
DEM-006369,INS-001,1,0,2,0
DEM-006372,INS-001,1,0,4,0
DEM-006373,INS-001,1,0,26,0
DEM-006374,INS-001,0,0,4,0
DEM-006376,INS-001,1,0,2,0
DEM-006377,INS-001,1,0,4,0
DEM-006384,INS-001,1,0,4,0
DEM-006387,INS-001,1,0,3,0
DEM-006388,INS-001,1,0,0,0
DEM-006389,INS-001,1,0,34,0
DEM-006390,INS-001,1,0,27,0
DEM-006391,INS-001,1,0,1,0
DEM-006394,INS-001,1,0,4,0
DEM-006395,INS-001,1,0,4,0
DEM-006401,INS-001,1,0,4,0
DEM-006416,INS-001,1,0,31,0
DEM-006429,INS-001,1,0,83,0
DEM-006435,INS-001,1,0,2,0
DEM-006436,INS-001,1,0,4,0
DEM-006437,INS-001,1,0,16,0
DEM-006438,INS-001,1,0,4,0
DEM-006446,INS-001,1,1,93,22500
DEM-006450,INS-001,1,0,33,0
DEM-006452,INS-001,1,0,4,0
DEM-006457,INS-001,1,0,25,0
DEM-006464,INS-001,1,0,4,0
DEM-006482,INS-001,1,1,90,41666
DEM-006484,INS-001,1,0,61,0
DEM-006488,INS-001,1,0,4,0
DEM-006489,INS-001,0,0,58,0
DEM-006494,INS-001,1,1,90,51666
DEM-006495,INS-001,0,0,3,0
DEM-006501,INS-001,1,0,3,0
DEM-006510,INS-001,1,0,4,0
DEM-006511,INS-001,1,0,0,0
DEM-006516,INS-001,1,0,4,0
DEM-006520,INS-001,1,0,32,0
DEM-006523,INS-001,1,0,4,0
DEM-006535,INS-001,1,0,3,0
DEM-006536,INS-001,1,0,4,0
DEM-006539,INS-001,1,0,3,0
DEM-006543,INS-001,1,1,90,105833
DEM-006546,INS-001,1,0,3,0
DEM-006548,INS-001,1,0,3,0
DEM-006549,INS-001,1,0,4,0
DEM-006553,INS-001,1,0,4,0
DEM-006559,INS-001,1,0,3,0
DEM-006564,INS-001,1,0,4,0
DEM-006572,INS-001,1,0,4,0
DEM-006574,INS-001,1,0,4,0
DEM-006575,INS-001,0,0,0,0
DEM-006576,INS-001,0,0,4,0
DEM-006584,INS-001,1,0,4,0
DEM-006611,INS-001,1,0,2,0
DEM-006619,INS-001,0,1,90,62500
DEM-006624,INS-001,1,0,3,0
DEM-006628,INS-001,1,0,24,0
DEM-006629,INS-001,1,0,35,0
DEM-006630,INS-001,1,0,4,0
DEM-006635,INS-001,1,0,18,0
DEM-006645,INS-001,1,0,4,0
DEM-006647,INS-001,1,1,90,50000
DEM-006650,INS-001,1,0,2,0
DEM-006651,INS-001,0,0,4,0
DEM-006656,INS-001,1,1,90,22055
DEM-006664,INS-001,1,0,4,0
DEM-006666,INS-001,1,0,4,0
DEM-006668,INS-001,1,1,90,27777
DEM-006670,INS-001,1,0,30,0
DEM-006677,INS-001,1,0,57,0
DEM-006679,INS-001,1,0,3,0
DEM-006686,INS-001,1,0,2,0
DEM-006687,INS-001,1,0,4,0
DEM-006689,INS-001,1,0,4,0
DEM-006701,INS-001,1,1,90,66666
DEM-006702,INS-001,1,0,0,0
DEM-006707,INS-001,0,0,4,0
DEM-006716,INS-001,1,0,4,0
DEM-006723,INS-001,1,0,4,0
DEM-006729,INS-001,0,0,84,0
DEM-006730,INS-001,0,1,90,2610
DEM-006731,INS-001,1,0,9,0
DEM-006740,INS-001,1,0,3,0
DEM-006741,INS-001,1,0,2,0
DEM-006744,INS-001,1,0,4,0
DEM-006757,INS-001,1,0,4,0
DEM-006758,INS-001,1,0,3,0
DEM-006762,INS-001,0,0,4,0
DEM-006766,INS-001,1,0,4,0
DEM-006776,INS-001,1,0,0,0
DEM-006786,INS-001,1,0,3,0
DEM-006796,INS-001,1,0,4,0
DEM-006797,INS-001,1,0,4,0
DEM-006799,INS-001,1,0,3,0
DEM-006807,INS-001,1,0,4,0
DEM-006815,INS-001,1,0,17,0
DEM-006816,INS-001,1,0,3,0
DEM-006817,INS-001,0,0,4,0
DEM-006823,INS-001,1,0,18,0
DEM-006824,INS-001,0,0,4,0
DEM-006836,INS-001,1,0,32,0
DEM-006843,INS-001,1,0,24,0
DEM-006844,INS-001,1,0,14,0
DEM-006845,INS-001,1,0,4,0
DEM-006856,INS-001,1,0,3,0
DEM-006865,INS-001,1,0,4,0
DEM-006868,INS-001,1,0,0,0
DEM-006869,INS-001,1,0,35,0
DEM-006870,INS-001,1,0,0,0
DEM-006873,INS-001,1,0,17,0
DEM-006874,INS-001,1,0,27,0
DEM-006875,INS-001,1,0,0,0
DEM-006879,INS-001,1,0,34,0
DEM-006892,INS-001,1,1,97,74768
DEM-006893,INS-001,1,0,4,0
DEM-006894,INS-001,1,0,4,0
DEM-006900,INS-001,1,0,4,0
DEM-006905,INS-001,1,0,4,0
DEM-006912,INS-001,1,0,4,0
DEM-006916,INS-001,0,0,15,0
DEM-006921,INS-001,1,0,4,0
DEM-006923,INS-001,1,0,4,0
DEM-006924,INS-001,1,0,0,0
DEM-006934,INS-001,1,0,3,0
DEM-006944,INS-001,1,0,4,0
DEM-006946,INS-001,1,0,31,0
DEM-006949,INS-001,0,0,0,0
DEM-006961,INS-001,1,0,4,0
DEM-006962,INS-001,1,0,1,0
DEM-006965,INS-001,1,0,4,0
DEM-006972,INS-001,1,0,30,0
DEM-006986,INS-001,0,0,35,0
DEM-006987,INS-001,1,0,2,0
DEM-006993,INS-001,1,0,31,0
DEM-006995,INS-001,0,0,4,0
DEM-007008,INS-001,1,0,4,0
DEM-007009,INS-001,1,0,2,0
DEM-007013,INS-001,1,0,4,0
DEM-007018,INS-001,1,0,3,0
DEM-007023,INS-001,1,0,4,0
DEM-007024,INS-001,1,0,4,0
DEM-007025,INS-001,1,0,33,0
DEM-007028,INS-001,1,0,3,0
DEM-007029,INS-001,1,0,3,0
DEM-007030,INS-001,1,0,3,0
DEM-007044,INS-001,1,0,11,0
DEM-007045,INS-001,1,0,4,0
DEM-007046,INS-001,1,0,4,0
DEM-007049,INS-001,1,0,4,0
DEM-007050,INS-001,1,0,29,0
DEM-007073,INS-001,1,0,34,0
DEM-007078,INS-001,1,0,16,0
DEM-007079,INS-001,1,0,3,0
DEM-007104,INS-001,1,0,34,0
DEM-007107,INS-001,1,0,4,0
DEM-007110,INS-001,1,0,4,0
DEM-007111,INS-001,1,0,3,0
DEM-007116,INS-001,1,0,4,0
DEM-007117,INS-001,1,0,4,0
DEM-007118,INS-001,1,0,0,0
DEM-007122,INS-001,1,0,4,0
DEM-007125,INS-001,0,0,3,0
DEM-007130,INS-001,1,0,4,0
DEM-007131,INS-001,1,0,3,0
DEM-007132,INS-001,1,0,51,0
DEM-007134,INS-001,1,0,28,0
DEM-007138,INS-001,1,0,4,0
DEM-007143,INS-001,0,0,4,0
