identifiant_activite,identifiant_client,recettes_initiales,marge_structurelle,croissance_annuelle,volatilite_recettes,amplitude_saisonniere,mois_pic
ACT-000353,CLT-000294,151461,0.1034,0.0106,0.1711,0.2316,12
ACT-000354,CLT-000294,183239,0.2466,-0.0273,0.2130,0.1753,11
ACT-000355,CLT-000295,143493,0.0903,0.0629,0.0500,0.2139,12
ACT-000356,CLT-000296,145060,0.1442,-0.0879,0.1778,0.2167,12
ACT-000357,CLT-000297,679789,0.0842,-0.0776,0.1659,0.1878,12
ACT-000358,CLT-000298,213609,0.3038,0.0530,0.1289,0.0663,8
ACT-000359,CLT-000298,40268,0.1158,0.0287,0.2407,0.1465,12
ACT-000360,CLT-000299,560377,0.1061,0.0439,0.2652,0.2585,12
ACT-000361,CLT-000299,409542,0.1463,0.0277,0.1913,0.2639,12
ACT-000362,CLT-000300,119638,0.2159,-0.0573,0.1399,0.1127,10
ACT-000363,CLT-000301,179125,0.0611,-0.0337,0.1695,0.4763,11
ACT-000364,CLT-000302,614673,0.0969,-0.0611,0.1838,0.1375,12
ACT-000365,CLT-000303,348506,0.0970,0.0110,0.3877,0.1686,12
ACT-000366,CLT-000304,259113,0.0363,0.1972,0.1765,0.1725,12
ACT-000367,CLT-000305,237873,0.1028,-0.0378,0.0693,0.2705,11
ACT-000368,CLT-000306,156368,0.2626,0.1429,0.0910,0.1118,9
ACT-000369,CLT-000307,700150,0.0871,0.0993,0.1190,0.3274,12
ACT-000370,CLT-000307,429558,0.0677,0.1436,0.1420,0.1362,10
ACT-000371,CLT-000308,166394,0.1502,0.1134,0.2605,0.1676,12
ACT-000372,CLT-000309,936565,0.1455,0.1144,0.1902,0.2744,12
ACT-000373,CLT-000310,179156,0.1880,0.1275,0.1749,0.2691,12
ACT-000374,CLT-000310,76418,0.1355,0.1704,0.1726,0.2234,12
ACT-000375,CLT-000311,400086,0.0713,0.0783,0.1382,0.2317,11
ACT-000376,CLT-000312,153248,0.3178,0.0916,0.2326,0.1358,9
ACT-000377,CLT-000312,147034,0.2014,0.0566,0.1351,0.1152,11
ACT-000378,CLT-000313,556911,0.2069,-0.0785,0.2063,0.2399,12
ACT-000379,CLT-000314,180390,0.2211,-0.0234,0.1794,0.1557,9
ACT-000380,CLT-000315,553319,0.0593,-0.0044,0.2787,0.2720,12
ACT-000381,CLT-000316,258414,0.1498,0.0688,0.2698,0.1989,12
ACT-000382,CLT-000317,639450,0.1656,0.1784,0.1457,0.2694,12
ACT-000383,CLT-000318,228274,0.2127,0.2887,0.1852,0.1613,12
ACT-000384,CLT-000318,91228,0.2524,0.2481,0.2007,0.1086,8
ACT-000385,CLT-000319,98114,0.3856,0.0240,0.1754,0.1312,8
ACT-000386,CLT-000320,625802,0.0985,0.0830,0.0722,0.4666,11
ACT-000387,CLT-000321,127510,0.0731,0.1423,0.1099,0.0652,12
ACT-000388,CLT-000322,262331,0.2267,0.0487,0.1456,0.2195,11
ACT-000389,CLT-000323,189339,0.0649,0.1062,0.4335,0.1457,12
ACT-000390,CLT-000324,553267,0.1026,0.2964,0.3087,0.1507,12
ACT-000391,CLT-000325,228607,0.1597,0.0339,0.1837,0.1753,12
ACT-000392,CLT-000326,282289,0.1485,-0.1081,0.3268,0.0653,12
ACT-000393,CLT-000326,27236,0.1211,-0.1944,0.2212,0.2232,12
ACT-000394,CLT-000327,191012,0.1068,0.0778,0.3214,0.6198,12
ACT-000395,CLT-000328,1106559,0.0522,-0.0420,0.1864,0.6145,12
ACT-000396,CLT-000328,55056,0.1535,0.1123,0.1624,0.6235,12
ACT-000397,CLT-000329,51970,0.3648,0.1033,0.1454,0.0860,10
ACT-000398,CLT-000330,283190,0.0200,0.0565,0.1331,0.1399,12
ACT-000399,CLT-000331,532232,0.0615,0.1068,0.2348,0.2980,11
ACT-000400,CLT-000331,74978,0.0892,0.0298,0.1476,0.1662,8
ACT-000401,CLT-000332,241292,0.3816,0.1681,0.1645,0.1495,10
ACT-000402,CLT-000333,276919,0.2217,-0.2200,0.1713,0.2300,11
ACT-000403,CLT-000334,117304,0.1546,0.0344,0.1723,0.1434,12
ACT-000404,CLT-000335,57983,0.0200,0.1473,0.1268,0.2830,12
ACT-000405,CLT-000336,126418,0.1239,-0.0237,0.1115,0.1928,12
ACT-000406,CLT-000337,797506,0.3546,-0.1716,0.1748,0.1773,10
ACT-000407,CLT-000337,100632,0.1125,0.1172,0.2140,0.1607,12
ACT-000408,CLT-000338,1497830,0.1620,0.0162,0.2532,0.1433,11
ACT-000409,CLT-000339,80224,0.1878,-0.0082,0.1270,0.2087,11
ACT-000410,CLT-000340,315478,0.0871,-0.1082,0.1192,0.2291,11
ACT-000411,CLT-000341,191660,0.2859,-0.1431,0.3162,0.5950,11
ACT-000412,CLT-000342,190429,0.0943,0.0243,0.1268,0.1930,11
ACT-000413,CLT-000343,473727,0.0731,-0.0925,0.0939,0.2062,12
ACT-000414,CLT-000344,156927,0.0200,0.1216,0.1734,0.2547,12
ACT-000415,CLT-000345,161263,0.2579,-0.0364,0.1991,0.1945,11
ACT-000416,CLT-000346,129524,0.1751,0.0972,0.1857,0.0408,12
ACT-000417,CLT-000347,265971,0.1195,0.0591,0.3348,0.2706,12
ACT-000418,CLT-000348,189930,0.0302,0.3028,0.1903,0.1600,12
ACT-000419,CLT-000349,201527,0.0686,0.0846,0.4989,0.2008,12
ACT-000420,CLT-000350,84674,0.0907,0.0229,0.1056,0.1438,12
ACT-000421,CLT-000350,134240,0.2273,0.0631,0.1453,0.1553,12
ACT-000422,CLT-000351,153702,0.2097,0.0051,0.0999,0.0981,9
ACT-000423,CLT-000352,158218,0.2389,0.0528,0.1462,0.1594,12
ACT-000424,CLT-000352,66937,0.1417,0.1362,0.0949,0.2307,11
ACT-000425,CLT-000353,194429,0.0402,-0.0747,0.2497,0.2352,12
ACT-000426,CLT-000353,1202082,0.0760,0.0615,0.2219,0.1817,12
ACT-000427,CLT-000354,185910,0.2194,0.2357,0.3833,0.5958,10
ACT-000428,CLT-000354,37414,0.1760,0.1851,0.2379,0.5665,12
ACT-000429,CLT-000355,131795,0.2502,0.0194,0.2787,0.1282,10
ACT-000430,CLT-000356,527129,0.0871,-0.0962,0.1605,0.2103,12
ACT-000431,CLT-000357,106803,0.0582,-0.2172,0.1892,0.1972,12
ACT-000432,CLT-000358,200256,0.2212,-0.0433,0.2376,0.5457,12
ACT-000433,CLT-000359,223550,0.0950,0.1353,0.2643,0.4551,12
ACT-000434,CLT-000359,163942,0.1756,0.2081,0.2131,0.5320,11
ACT-000435,CLT-000360,163538,0.3446,0.1515,0.1873,0.1859,9
ACT-000436,CLT-000361,82200,0.0892,0.0098,0.2353,0.2082,12
ACT-000437,CLT-000361,70825,0.3034,0.0829,0.1783,0.1336,9
ACT-000438,CLT-000362,105218,0.1849,0.1606,0.2917,0.2525,12
ACT-000439,CLT-000363,349469,0.2994,-0.0093,0.1606,0.1424,12
ACT-000440,CLT-000364,188129,0.3182,0.0785,0.0537,0.1772,8
ACT-000441,CLT-000365,357553,0.2938,0.0808,0.1608,0.2052,10
ACT-000442,CLT-000366,304093,0.0850,0.1174,0.1949,0.2206,11
ACT-000443,CLT-000366,190366,0.0798,-0.0160,0.1444,0.1244,9
ACT-000444,CLT-000367,285197,0.2102,-0.1393,0.1837,0.3068,12
ACT-000445,CLT-000367,275691,0.2070,-0.2412,0.3264,0.4629,10
ACT-000446,CLT-000368,259840,0.1089,0.1193,0.1190,0.2913,11
ACT-000447,CLT-000369,151625,0.2239,-0.1627,0.2560,0.2368,12
ACT-000448,CLT-000370,192040,0.2010,0.0630,0.1586,0.3460,11
ACT-000449,CLT-000371,121865,0.1108,0.1127,0.1241,0.2002,12
ACT-000450,CLT-000372,139869,0.1461,0.0235,0.0906,0.1421,12
ACT-000451,CLT-000373,102504,0.1016,0.1432,0.1410,0.1565,12
ACT-000452,CLT-000374,298455,0.1188,-0.0490,0.5794,0.1259,12
ACT-000453,CLT-000374,135673,0.3094,0.0032,0.4008,0.1259,9
ACT-000454,CLT-000375,83371,0.2948,0.0569,0.1166,0.1711,11
ACT-000455,CLT-000375,33614,0.1628,0.0737,0.1607,0.1788,12
ACT-000456,CLT-000376,405158,0.1072,0.1540,0.1657,0.2371,11
ACT-000457,CLT-000377,207977,0.2407,-0.0185,0.2354,0.1325,12
ACT-000458,CLT-000377,97902,0.1602,-0.2357,0.1263,0.2466,12
ACT-000459,CLT-000378,609817,0.1381,0.0579,0.1905,0.1151,12
ACT-000460,CLT-000379,98179,0.1967,0.0394,0.1258,0.1436,9
ACT-000461,CLT-000380,390365,0.0797,0.0559,0.4449,0.0753,12
ACT-000462,CLT-000381,470638,0.0571,0.1157,0.1856,0.1075,11
ACT-000463,CLT-000382,25724,0.2292,0.0060,0.1884,0.1222,12
ACT-000464,CLT-000382,95018,0.2409,0.1550,0.1509,0.1328,9
ACT-000465,CLT-000383,650174,0.0559,-0.0609,0.0640,0.2725,12
ACT-000466,CLT-000384,31271,0.2060,0.0077,0.4711,0.1428,12
ACT-000467,CLT-000385,249831,0.3134,-0.1144,0.1758,0.2470,12
ACT-000468,CLT-000386,278868,0.1887,0.1118,0.0945,0.0843,12
ACT-000469,CLT-000386,52071,0.1521,0.0125,0.1304,0.1681,11
ACT-000470,CLT-000387,9547,0.1822,-0.1488,0.3720,0.6159,11
ACT-000471,CLT-000388,293954,0.2460,0.0274,0.1298,0.2301,10
ACT-000472,CLT-000389,23049,0.3937,0.0721,0.1100,0.1867,11
ACT-000473,CLT-000390,77880,0.4769,-0.2350,0.1379,0.2285,12
ACT-000474,CLT-000391,58476,0.1438,-0.0162,0.2445,0.0652,12
ACT-000475,CLT-000392,780927,0.1813,-0.0645,0.1660,0.2051,12
ACT-000476,CLT-000393,329507,0.1001,-0.1770,0.0749,0.2191,12
ACT-000477,CLT-000394,184192,0.0566,0.0823,0.1160,0.2288,11
ACT-000478,CLT-000395,286290,0.1125,-0.0409,0.1570,0.1933,12
ACT-000479,CLT-000396,76023,0.0841,0.0891,0.0729,0.1878,12
ACT-000480,CLT-000396,202780,0.1607,0.1305,0.0669,0.1884,12
ACT-000481,CLT-000397,142151,0.1171,-0.0671,0.1275,0.2270,12
ACT-000482,CLT-000398,444739,0.3408,0.0886,0.1301,0.1081,10
ACT-000483,CLT-000398,23367,0.1295,0.2091,0.1316,0.1662,11
ACT-000484,CLT-000399,246939,0.1416,-0.0989,0.1590,0.1670,12
ACT-000485,CLT-000400,66663,0.0679,-0.0454,0.2378,0.1731,11
ACT-000486,CLT-000401,337936,0.1394,0.0577,0.1099,0.3096,11
ACT-000487,CLT-000402,697435,0.3867,0.1659,0.1646,0.2104,10
ACT-000488,CLT-000403,130988,0.0393,-0.0282,0.1327,0.2842,12
ACT-000489,CLT-000404,254690,0.0980,0.3389,0.1653,0.0717,12
ACT-000490,CLT-000405,345965,0.0617,-0.1194,0.1255,0.2082,11
ACT-000491,CLT-000405,103221,0.1437,-0.1222,0.1673,0.1929,11
ACT-000492,CLT-000406,205098,0.4641,0.0493,0.1670,0.2025,12
ACT-000493,CLT-000407,66341,0.1789,0.0253,0.2679,0.3039,12
ACT-000494,CLT-000408,414433,0.2783,-0.0070,0.1292,0.0904,9
ACT-000495,CLT-000409,80725,0.2999,0.3119,0.1703,0.1837,12
ACT-000496,CLT-000410,123835,0.1721,-0.0494,0.3010,0.1889,12
ACT-000497,CLT-000411,550937,0.2225,0.0755,0.1119,0.0502,9
ACT-000498,CLT-000412,221005,0.2313,-0.0461,0.1944,0.2405,11
ACT-000499,CLT-000413,655805,0.1986,0.0186,0.1214,0.2365,12
ACT-000500,CLT-000414,627035,0.2936,-0.0161,0.1790,0.1042,9
ACT-000501,CLT-000414,46402,0.1222,-0.1009,0.1377,0.1493,11
ACT-000502,CLT-000415,214105,0.2245,0.1278,0.1720,0.1132,8
ACT-000503,CLT-000416,279219,0.1502,0.2607,0.1627,0.1414,12
ACT-000504,CLT-000417,156743,0.1233,0.0403,0.1418,0.1367,11
ACT-000505,CLT-000418,173797,0.2239,-0.0568,0.1221,0.2054,10
ACT-000506,CLT-000419,143736,0.0898,-0.0164,0.1432,0.6270,12
ACT-000507,CLT-000420,144838,0.1348,0.0634,0.0969,0.1641,11
ACT-000508,CLT-000420,27199,0.3651,0.1642,0.0778,0.0964,10
ACT-000509,CLT-000421,67190,0.0972,0.0476,0.0560,0.1641,12
ACT-000510,CLT-000422,230589,0.3514,-0.0527,0.1702,0.2971,12
ACT-000511,CLT-000422,69795,0.4289,-0.0265,0.2591,0.2567,12
ACT-000512,CLT-000423,311208,0.1438,0.0676,0.1339,0.2135,12
ACT-000513,CLT-000424,263538,0.2209,0.0312,0.1340,0.1689,11
ACT-000514,CLT-000425,266541,0.2617,0.0227,0.2450,0.1364,9
ACT-000515,CLT-000426,215950,0.1092,0.2408,0.1661,0.3576,12
ACT-000516,CLT-000427,1228308,0.0888,-0.0101,0.1306,0.6675,12
ACT-000517,CLT-000428,306363,0.1757,0.1528,0.2005,0.2738,12
ACT-000518,CLT-000429,276637,0.2882,-0.0856,0.1498,0.1645,9
ACT-000519,CLT-000430,113301,0.3026,0.1321,0.1731,0.0356,10
ACT-000520,CLT-000431,78338,0.1917,-0.1403,0.1155,0.2502,12
ACT-000521,CLT-000432,78345,0.2288,0.1396,0.2073,0.1124,10
ACT-000522,CLT-000433,305748,0.1813,0.1752,0.4464,0.1431,11
ACT-000523,CLT-000434,427878,0.2948,0.2081,0.1672,0.1172,10
ACT-000524,CLT-000434,150145,0.1761,-0.0866,0.1764,0.1385,11
ACT-000525,CLT-000435,209431,0.0718,-0.0905,0.1989,0.1585,12
ACT-000526,CLT-000436,589075,0.1629,0.0146,0.1869,0.1093,12
ACT-000527,CLT-000437,232493,0.1729,0.0367,0.4182,0.1195,12
ACT-000528,CLT-000438,465046,0.1369,0.1398,0.1401,0.1884,12
ACT-000529,CLT-000439,170058,0.2839,-0.0063,0.1432,0.2806,11
ACT-000530,CLT-000440,233655,0.1316,0.1564,0.1444,0.2267,12
ACT-000531,CLT-000441,736685,0.1425,-0.1491,0.1311,0.1454,12
ACT-000532,CLT-000442,201754,0.0951,0.0978,0.1628,0.2148,12
ACT-000533,CLT-000443,167875,0.0963,-0.2449,0.2509,0.1386,12
ACT-000534,CLT-000444,194893,0.4037,-0.0454,0.1287,0.1920,10
ACT-000535,CLT-000445,225308,0.1846,-0.1579,0.2349,0.1802,12
ACT-000536,CLT-000446,224696,0.2890,0.0771,0.2334,0.2406,12
ACT-000537,CLT-000446,218456,0.1920,0.0669,0.2591,0.1936,11
ACT-000538,CLT-000447,202854,0.1225,0.1328,0.2259,0.2383,11
ACT-000539,CLT-000447,198912,0.1841,0.0172,0.1934,0.2292,11
ACT-000540,CLT-000448,105543,0.3068,0.0619,0.1584,0.1384,9
ACT-000541,CLT-000449,452971,0.0841,-0.0229,0.1996,0.2395,12
ACT-000542,CLT-000450,268774,0.1792,-0.1785,0.1909,0.1389,12
ACT-000543,CLT-000450,126485,0.2924,-0.1270,0.2304,0.0891,9
ACT-000544,CLT-000451,174572,0.1670,0.0881,0.0888,0.2293,12
ACT-000545,CLT-000452,293089,0.0948,0.1399,0.1675,0.2492,11
ACT-000546,CLT-000453,320481,0.1378,0.2765,0.1618,0.1451,12
ACT-000547,CLT-000453,64269,0.3503,0.2481,0.2759,0.2000,12
ACT-000548,CLT-000454,222263,0.1405,-0.0303,0.2008,0.1484,11
ACT-000549,CLT-000455,204260,0.2501,0.2983,0.1491,0.1528,10
ACT-000550,CLT-000456,70553,0.1161,0.0847,0.1502,0.2047,12
ACT-000551,CLT-000456,278170,0.2319,0.0197,0.1107,0.1435,12
ACT-000552,CLT-000457,169535,0.2351,-0.0209,0.1941,0.1913,12
ACT-000553,CLT-000458,47187,0.4562,0.1680,0.1408,0.2017,12
ACT-000554,CLT-000459,462104,0.2554,0.0863,0.1653,0.1673,8
ACT-000555,CLT-000460,34748,0.4716,0.1148,0.2824,0.1460,12
ACT-000556,CLT-000461,117370,0.3396,0.0772,0.1528,0.2711,11
ACT-000557,CLT-000461,61042,0.1238,-0.2346,0.1515,0.2925,12
ACT-000558,CLT-000462,43344,0.2459,0.0847,0.2713,0.2116,11
ACT-000559,CLT-000462,23724,0.1027,0.0495,0.1004,0.1656,12
ACT-000560,CLT-000463,180644,0.2430,-0.1721,0.1852,0.1339,8
ACT-000561,CLT-000464,160920,0.4963,-0.0832,0.1351,0.2163,12
ACT-000562,CLT-000464,18459,0.4280,0.1090,0.3117,0.2265,12
ACT-000563,CLT-000465,297674,0.1114,0.0624,0.2666,0.1176,11
ACT-000564,CLT-000466,254797,0.3173,0.0025,0.1025,0.0917,9
ACT-000565,CLT-000466,111585,0.1015,-0.0122,0.1406,0.2089,11
ACT-000566,CLT-000467,63595,0.2384,0.1142,0.1529,0.1760,11
ACT-000567,CLT-000468,80626,0.2069,0.0599,0.1631,0.1068,12
ACT-000568,CLT-000469,48218,0.3304,-0.2468,0.1717,0.1739,10
ACT-000569,CLT-000470,176096,0.1740,-0.0336,0.1947,0.2527,12
ACT-000570,CLT-000471,78627,0.2068,0.0199,0.1413,0.0641,9
ACT-000571,CLT-000472,115221,0.1777,-0.0478,0.2158,0.1168,12
ACT-000572,CLT-000473,336688,0.2209,-0.0213,0.1772,0.1383,12
ACT-000573,CLT-000473,78498,0.2011,0.1298,0.1409,0.2670,11
ACT-000574,CLT-000474,211922,0.3110,-0.0839,0.1018,0.1190,8
ACT-000575,CLT-000474,143920,0.0666,-0.0512,0.1641,0.1464,11
ACT-000576,CLT-000475,486362,0.3431,0.0563,0.0987,0.0778,8
ACT-000577,CLT-000476,403533,0.3893,0.1180,0.1883,0.2671,11
ACT-000578,CLT-000476,242714,0.1686,0.0512,0.1630,0.1783,11
ACT-000579,CLT-000477,169001,0.2389,0.0563,0.1930,0.1729,10
ACT-000580,CLT-000478,321374,0.0621,-0.1346,0.1533,0.2448,12
ACT-000581,CLT-000479,94275,0.2490,0.1057,0.3402,0.5525,12
ACT-000582,CLT-000479,71570,0.1312,-0.0207,0.1542,0.2080,12
ACT-000583,CLT-000480,204826,0.2366,0.1159,0.0901,0.0970,9
ACT-000584,CLT-000480,67876,0.0635,-0.1746,0.2676,0.1590,11
ACT-000585,CLT-000481,54128,0.1585,0.0189,0.3244,0.1588,11
ACT-000586,CLT-000482,249649,0.0806,0.0031,0.1934,0.1610,12
ACT-000587,CLT-000483,440385,0.1520,-0.1207,0.1756,0.3056,12
ACT-000588,CLT-000483,81642,0.2609,-0.1616,0.1693,0.1534,9
ACT-000589,CLT-000484,383184,0.2682,0.0467,0.1501,0.1474,10
ACT-000590,CLT-000484,18998,0.1484,0.1804,0.1142,0.2628,11
ACT-000591,CLT-000485,206919,0.1241,0.0511,0.1273,0.1513,11
ACT-000592,CLT-000486,66802,0.1525,0.1357,0.1793,0.1372,11
ACT-000593,CLT-000486,116898,0.2836,0.0389,0.1541,0.1293,8
ACT-000594,CLT-000487,69480,0.3251,0.0079,0.0500,0.5229,9
ACT-000595,CLT-000488,336105,0.1636,0.1040,0.1079,0.2380,12
ACT-000596,CLT-000489,1446554,0.0923,0.1509,0.1363,0.0496,12
ACT-000597,CLT-000490,109403,0.1871,0.0498,0.3130,0.5736,11
ACT-000598,CLT-000491,542062,0.1985,0.1501,0.1195,0.1717,12
ACT-000599,CLT-000492,58992,0.2815,-0.2488,0.0558,0.1116,8
ACT-000600,CLT-000493,313798,0.1853,-0.0886,0.2224,0.1708,12
ACT-000601,CLT-000494,1380348,0.1912,0.0492,0.1347,0.2259,12
ACT-000602,CLT-000495,826338,0.1818,0.0865,0.2013,0.6459,11
ACT-000603,CLT-000496,1160714,0.1132,-0.0402,0.1478,0.2188,12
ACT-000604,CLT-000496,44276,0.2262,0.0896,0.2337,0.2614,11
ACT-000605,CLT-000497,279494,0.2813,-0.1514,0.2155,0.2851,11
ACT-000606,CLT-000498,214485,0.1202,-0.0298,0.2790,0.1180,12
ACT-000607,CLT-000498,384669,0.2182,-0.0826,0.1931,0.1520,12
ACT-000608,CLT-000499,173401,0.1007,0.0936,0.1143,0.2345,11
ACT-000609,CLT-000500,740672,0.0449,0.2574,0.2903,0.1428,12
ACT-000610,CLT-000500,838164,0.0946,-0.1245,0.2336,0.2372,12
ACT-000611,CLT-000501,231241,0.2474,-0.0435,0.1392,0.1904,9
ACT-000612,CLT-000501,266865,0.0471,0.0845,0.1848,0.2299,11
ACT-000613,CLT-000502,398969,0.2069,-0.0705,0.2723,0.6516,11
ACT-000614,CLT-000503,213869,0.1032,0.1244,0.0621,0.2107,11
ACT-000615,CLT-000504,249091,0.0791,-0.0220,0.0836,0.2349,12
ACT-000616,CLT-000505,581392,0.1107,0.0334,0.1222,0.1595,12
ACT-000617,CLT-000506,278831,0.1757,0.0090,0.1365,0.1553,12
ACT-000618,CLT-000506,160418,0.1201,0.0868,0.1119,0.2298,11
ACT-000619,CLT-000507,531293,0.1148,0.1059,0.1571,0.1548,11
ACT-000620,CLT-000508,605283,0.0479,0.2200,0.1902,0.2719,12
ACT-000621,CLT-000509,357157,0.1109,-0.1156,0.1627,0.5447,11
ACT-000622,CLT-000510,85905,0.1644,0.0670,0.2921,0.1780,12
ACT-000623,CLT-000511,216950,0.1600,0.1293,0.3285,0.1462,12
ACT-000624,CLT-000512,593718,0.2909,0.1953,0.1643,0.1270,9
ACT-000625,CLT-000513,110611,0.1043,0.0774,0.1480,0.1338,11
ACT-000626,CLT-000514,66200,0.0620,-0.0872,0.1753,0.1335,11
ACT-000627,CLT-000515,624810,0.1500,0.0833,0.1495,0.0847,12
ACT-000628,CLT-000516,125783,0.0725,0.1008,0.1147,0.1984,12
ACT-000629,CLT-000517,153678,0.2858,0.1692,0.0821,0.1258,9
ACT-000630,CLT-000517,54937,0.1354,0.2763,0.1984,0.2332,11
ACT-000631,CLT-000518,391710,0.2199,-0.0036,0.1099,0.1852,12
ACT-000632,CLT-000519,365480,0.1222,-0.0313,0.4557,0.1421,12
ACT-000633,CLT-000520,119873,0.1027,0.0934,0.1031,0.2595,12
ACT-000634,CLT-000521,379212,0.2450,-0.1005,0.1857,0.2405,11
ACT-000635,CLT-000522,632927,0.1623,0.1743,0.1986,0.1915,12
ACT-000636,CLT-000523,348916,0.2120,0.1507,0.1192,0.2088,11
ACT-000637,CLT-000524,343841,0.1031,0.0153,0.1402,0.1670,11
ACT-000638,CLT-000524,504207,0.2550,0.0028,0.0901,0.1101,8
ACT-000639,CLT-000525,1341901,0.0789,0.0454,0.3139,0.1448,12
ACT-000640,CLT-000526,355148,0.1125,0.1296,0.3183,0.1514,12
ACT-000641,CLT-000527,770000,0.0975,0.1677,0.1285,0.1320,12
ACT-000642,CLT-000528,88427,0.1140,-0.0253,0.1842,0.5897,11
ACT-000643,CLT-000529,224349,0.2564,0.0859,0.1824,0.3007,12
ACT-000644,CLT-000529,78586,0.1209,-0.0563,0.1320,0.2068,11
ACT-000645,CLT-000530,112438,0.1765,0.0104,0.4416,0.1707,11
ACT-000646,CLT-000531,182290,0.1667,-0.1238,0.1495,0.2025,12
ACT-000647,CLT-000532,363347,0.0347,-0.0487,0.2155,0.2315,12
ACT-000648,CLT-000533,646575,0.1258,0.1228,0.1439,0.1306,12
ACT-000649,CLT-000534,158512,0.1411,0.0916,0.1612,0.1239,12
ACT-000650,CLT-000535,271642,0.0369,0.0777,0.2312,0.1645,11
ACT-000651,CLT-000536,80988,0.2080,-0.0009,0.1417,0.1221,10
ACT-000652,CLT-000537,173746,0.1263,0.0760,0.4493,0.1798,12
ACT-000653,CLT-000538,1746992,0.0900,0.1043,0.1698,0.2223,12
ACT-000654,CLT-000539,174062,0.1927,0.2777,0.1697,0.0713,12
ACT-000655,CLT-000540,204878,0.0712,-0.0856,0.1435,0.1640,12
ACT-000656,CLT-000541,309802,0.1758,0.1405,0.2167,0.2040,12
ACT-000657,CLT-000542,17736,0.4297,0.0767,0.2298,0.1626,12
ACT-000658,CLT-000543,663631,0.1734,0.1516,0.2858,0.2358,12
ACT-000659,CLT-000543,110913,0.1836,0.1110,0.2323,0.3171,12
ACT-000660,CLT-000544,360634,0.1717,0.0553,0.2849,0.1999,12
ACT-000661,CLT-000545,411101,0.1157,0.1515,0.1407,0.1711,11
ACT-000662,CLT-000546,309336,0.1832,0.1385,0.1581,0.5771,12
ACT-000663,CLT-000547,64083,0.0889,0.0046,0.1659,0.1861,12
ACT-000664,CLT-000548,46042,0.1326,-0.0801,0.2252,0.1411,12
ACT-000665,CLT-000549,535067,0.1779,-0.0591,0.2827,0.1816,11
ACT-000666,CLT-000550,174992,0.1054,0.1486,0.1607,0.1582,11
ACT-000667,CLT-000551,93166,0.4890,0.1185,0.3394,0.5824,12
ACT-000668,CLT-000552,103143,0.1890,0.0234,0.1369,0.6499,11
ACT-000669,CLT-000553,261500,0.1581,-0.0381,0.1685,0.1146,12
ACT-000670,CLT-000554,485375,0.1210,0.0013,0.2211,0.1751,12
ACT-000671,CLT-000554,224194,0.0200,0.0430,0.1957,0.2207,12
ACT-000672,CLT-000555,431801,0.1854,0.0902,0.2969,0.1923,11
ACT-000673,CLT-000556,80258,0.0883,-0.0435,0.1654,0.1103,12
ACT-000674,CLT-000557,77205,0.2238,0.1701,0.2416,0.1539,11
ACT-000675,CLT-000558,161845,0.0585,0.0471,0.1621,0.1979,12
ACT-000676,CLT-000559,375485,0.4861,0.0388,0.2969,0.1073,12
ACT-000677,CLT-000560,40113,0.4666,0.0367,0.1369,0.1917,10
ACT-000678,CLT-000561,90814,0.1994,-0.0381,0.2613,0.2585,12
ACT-000679,CLT-000562,1090008,0.0489,0.0738,0.1000,0.2556,12
ACT-000680,CLT-000563,593714,0.1747,-0.2230,0.2632,0.2528,11
ACT-000681,CLT-000564,297054,0.1699,0.0637,0.2731,0.1399,12
ACT-000682,CLT-000565,47688,0.4091,-0.1061,0.2447,0.1958,12
ACT-000683,CLT-000566,163203,0.1942,0.0070,0.1349,0.1948,12
ACT-000684,CLT-000567,151996,0.2021,0.1167,0.2142,0.2913,12
ACT-000685,CLT-000568,183411,0.1473,0.0349,0.0548,0.2505,11
ACT-000686,CLT-000569,120597,0.2035,0.0616,0.2462,0.2721,12
ACT-000687,CLT-000569,30017,0.2529,-0.0057,0.1671,0.1962,9
ACT-000688,CLT-000570,388498,0.2275,0.2238,0.1818,0.1311,12
ACT-000689,CLT-000571,666833,0.2355,-0.0009,0.2248,0.1104,12
ACT-000690,CLT-000572,62555,0.2898,-0.1944,0.2326,0.2035,12
ACT-000691,CLT-000572,46582,0.2473,-0.1195,0.1691,0.3744,12
ACT-000692,CLT-000573,422109,0.0941,0.2493,0.1338,0.1259,11
ACT-000693,CLT-000574,337805,0.1613,-0.0573,0.1934,0.1808,11
ACT-000694,CLT-000575,89008,0.2971,-0.0354,0.1965,0.1002,9
ACT-000695,CLT-000576,259117,0.2201,0.0160,0.1747,0.1684,12
ACT-000696,CLT-000577,201526,0.0728,0.0575,0.1215,0.2443,12
ACT-000697,CLT-000578,279216,0.1461,0.2296,0.1009,0.2316,11
ACT-000698,CLT-000579,38409,0.1547,0.1814,0.1884,0.1387,12
ACT-000699,CLT-000579,26088,0.2008,0.0108,0.1943,0.1787,12
ACT-000700,CLT-000580,259422,0.3197,-0.1002,0.0940,0.5815,10
ACT-000701,CLT-000581,498056,0.0923,0.0432,0.1539,0.1554,11
ACT-000702,CLT-000582,435316,0.0905,0.0287,0.1903,0.2007,11
ACT-000703,CLT-000583,75134,0.0893,0.0960,0.0604,0.1858,12
ACT-000704,CLT-000583,266375,0.2055,0.1694,0.1153,0.5961,10
ACT-000705,CLT-000584,268969,0.0700,-0.0022,0.2617,0.1842,12
