identifiant_activite,identifiant_client,identifiant_institution,mois,recettes_reelles,charges_reelles,revenu_net_reel,indice_saison,effet_evenement,effet_macro
ACT-000013,CLT-000010,INS-001,2024-06,410279,371991,38288,0.7676,0.7087,1.0239
ACT-000013,CLT-000010,INS-001,2024-07,561572,509165,52407,0.7987,1.0000,1.0239
ACT-000013,CLT-000010,INS-001,2024-08,534330,484466,49865,0.8838,1.0000,1.0239
ACT-000013,CLT-000010,INS-001,2024-09,701056,635632,65424,1.0000,1.0000,1.0239
ACT-000013,CLT-000010,INS-001,2024-10,902793,818543,84250,1.1162,1.0000,1.0239
ACT-000013,CLT-000010,INS-001,2024-11,325435,295065,30370,1.2013,0.3085,1.0239
ACT-000013,CLT-000010,INS-001,2024-12,289038,262065,26974,1.2324,0.3085,1.0239
ACT-000013,CLT-000010,INS-001,2025-01,238570,265081,-26511,1.2013,0.3085,1.0000
ACT-000013,CLT-000010,INS-001,2025-02,216599,240668,-24070,1.1162,0.3085,1.0000
ACT-000013,CLT-000010,INS-001,2025-03,200138,222379,-22240,1.0000,0.3085,1.0000
ACT-000013,CLT-000010,INS-001,2025-04,176366,195964,-19599,0.8838,0.3085,1.0000
ACT-000013,CLT-000010,INS-001,2025-05,146347,162610,-16263,0.7987,0.3085,1.0000
ACT-000013,CLT-000010,INS-001,2025-06,174520,193913,-19394,0.7676,0.3085,1.0000
ACT-000013,CLT-000010,INS-001,2025-07,189502,210561,-21058,0.7987,0.3085,1.0000
ACT-000013,CLT-000010,INS-001,2025-08,139011,154459,-15448,0.8838,0.3085,1.0000
ACT-000013,CLT-000010,INS-001,2025-09,635973,706645,-70672,1.0000,1.0000,1.0000
ACT-000013,CLT-000010,INS-001,2025-10,583231,648042,-64812,1.1162,1.0000,1.0000
ACT-000013,CLT-000010,INS-001,2025-11,614276,682538,-68261,1.2013,1.0000,1.0000
ACT-000013,CLT-000010,INS-001,2025-12,822506,913907,-91401,1.2324,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2021-01,30540,24380,6160,1.0000,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2021-02,24410,19487,4924,0.7265,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2021-03,12480,9963,2517,0.5264,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2021-04,12018,9594,2424,0.4531,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2021-05,20277,16187,4090,0.5264,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2021-06,31858,25432,6426,0.7266,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2021-07,47248,37718,9530,1.0000,0.8885,1.0000
ACT-000014,CLT-000010,INS-001,2021-08,38698,30893,7805,1.2734,0.8885,1.0000
ACT-000014,CLT-000010,INS-001,2021-09,34522,27559,6963,1.4736,0.8885,1.0000
ACT-000014,CLT-000010,INS-001,2021-10,36903,29460,7443,1.5469,0.8885,1.0000
ACT-000014,CLT-000010,INS-001,2021-11,36366,29031,7335,1.4736,0.8885,1.0000
ACT-000014,CLT-000010,INS-001,2021-12,55113,43997,11116,1.2734,0.8885,1.0000
ACT-000014,CLT-000010,INS-001,2022-01,58347,46578,11769,1.0000,0.8885,1.0000
ACT-000014,CLT-000010,INS-001,2022-02,26113,20846,5267,0.7265,0.8885,1.0000
ACT-000014,CLT-000010,INS-001,2022-03,20182,16112,4071,0.5264,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2022-04,12605,10063,2543,0.4531,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2022-05,15605,12457,3147,0.5264,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2022-06,13195,10533,2661,0.7266,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2022-07,16704,13335,3369,1.0000,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2022-08,27355,21837,5517,1.2734,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2022-09,35809,28586,7223,1.4736,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2022-10,38159,32290,5869,1.5469,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2022-11,33956,28734,5223,1.4736,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2022-12,31867,26966,4901,1.2734,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2023-01,33590,27351,6239,1.0000,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2023-02,25938,21121,4818,0.7265,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2023-03,27166,22121,5046,0.5264,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2023-04,23763,19350,4414,0.4531,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2023-05,20517,16706,3811,0.5264,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2023-06,23461,20977,2485,0.7266,1.1309,0.7944
ACT-000014,CLT-000010,INS-001,2023-07,50871,45483,5387,1.0000,1.1309,0.7944
ACT-000014,CLT-000010,INS-001,2023-08,43418,38820,4598,1.2734,1.1309,0.7944
ACT-000014,CLT-000010,INS-001,2023-09,38045,34016,4029,1.4736,1.1309,0.7944
ACT-000014,CLT-000010,INS-001,2023-10,46969,41995,4974,1.5469,1.1309,0.7944
ACT-000014,CLT-000010,INS-001,2023-11,54169,48432,5737,1.4736,1.1309,0.7944
ACT-000014,CLT-000010,INS-001,2023-12,38239,34189,4050,1.2734,1.1309,0.7944
ACT-000014,CLT-000010,INS-001,2024-01,56798,46248,10549,1.0000,1.1309,1.0239
ACT-000014,CLT-000010,INS-001,2024-02,38224,31125,7099,0.7265,1.1309,1.0239
ACT-000014,CLT-000010,INS-001,2024-03,29639,24134,5505,0.5264,1.1309,1.0239
ACT-000014,CLT-000010,INS-001,2024-04,8273,6736,1537,0.4531,0.7087,1.0239
ACT-000014,CLT-000010,INS-001,2024-05,10820,8811,2010,0.5264,0.7087,1.0239
ACT-000014,CLT-000010,INS-001,2024-06,28788,23441,5347,0.7266,0.7087,1.0239
ACT-000014,CLT-000010,INS-001,2024-07,35891,29224,6666,1.0000,1.0000,1.0239
ACT-000014,CLT-000010,INS-001,2024-08,41977,34181,7797,1.2734,1.0000,1.0239
ACT-000014,CLT-000010,INS-001,2024-09,58914,47971,10942,1.4736,1.0000,1.0239
ACT-000014,CLT-000010,INS-001,2024-10,43013,35024,7989,1.5469,1.0000,1.0239
ACT-000014,CLT-000010,INS-001,2024-11,9826,8001,1825,1.4736,0.3085,1.0239
ACT-000014,CLT-000010,INS-001,2024-12,9815,7992,1823,1.2734,0.3085,1.0239
ACT-000014,CLT-000010,INS-001,2025-01,9411,9391,20,1.0000,0.3085,1.0000
ACT-000014,CLT-000010,INS-001,2025-02,5057,5046,11,0.7265,0.3085,1.0000
ACT-000014,CLT-000010,INS-001,2025-03,4821,4811,10,0.5264,0.3085,1.0000
ACT-000014,CLT-000010,INS-001,2025-04,6983,6968,15,0.4531,0.3085,1.0000
ACT-000014,CLT-000010,INS-001,2025-05,6129,6116,13,0.5264,0.3085,1.0000
ACT-000014,CLT-000010,INS-001,2025-06,9407,9387,20,0.7266,0.3085,1.0000
ACT-000014,CLT-000010,INS-001,2025-07,11463,11438,24,1.0000,0.3085,1.0000
ACT-000014,CLT-000010,INS-001,2025-08,17041,17005,36,1.2734,0.3085,1.0000
ACT-000014,CLT-000010,INS-001,2025-09,75763,75602,161,1.4736,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2025-10,52152,52041,111,1.5469,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2025-11,50392,50285,107,1.4736,1.0000,1.0000
ACT-000014,CLT-000010,INS-001,2025-12,49913,49807,106,1.2734,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2021-01,90668,75282,15386,1.0910,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2021-02,77358,64230,13128,1.0000,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2021-03,73850,61318,12532,0.9090,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2021-04,77625,64452,13173,0.8424,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2021-05,91499,75971,15527,0.8180,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2021-06,109895,91246,18649,0.8424,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2021-07,109030,90528,18502,0.9090,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2021-08,94227,78237,15990,1.0000,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2021-09,105137,87295,17842,1.0910,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2021-10,110871,92056,18815,1.1576,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2021-11,122205,101467,20738,1.1820,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2021-12,118380,98291,20089,1.1576,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2022-01,106703,88596,18108,1.0910,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2022-02,87300,72485,14815,1.0000,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2022-03,83869,69636,14233,0.9090,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2022-04,71911,59708,12203,0.8424,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2022-05,72291,60024,12268,0.8180,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2022-06,76694,63679,13015,0.8424,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2022-07,69821,57972,11849,0.9090,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2022-08,79946,66379,13567,1.0000,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2022-09,78135,64875,13259,1.0910,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2022-10,92127,81082,11044,1.1576,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2022-11,60910,53608,7302,1.1820,0.6742,1.0000
ACT-000017,CLT-000012,INS-001,2022-12,60584,53321,7263,1.1576,0.6742,1.0000
ACT-000017,CLT-000012,INS-001,2023-01,59457,50354,9103,1.0910,0.6742,1.0000
ACT-000017,CLT-000012,INS-001,2023-02,45194,38275,6919,1.0000,0.6742,1.0000
ACT-000017,CLT-000012,INS-001,2023-03,69034,58465,10569,0.9090,0.8419,1.0000
ACT-000017,CLT-000012,INS-001,2023-04,59006,49973,9033,0.8424,0.8419,1.0000
ACT-000017,CLT-000012,INS-001,2023-05,53537,45341,8196,0.8180,0.8419,1.0000
ACT-000017,CLT-000012,INS-001,2023-06,101622,84376,17245,0.8424,1.2488,1.0000
ACT-000017,CLT-000012,INS-001,2023-07,108696,90251,18446,0.9090,1.2488,1.0000
ACT-000017,CLT-000012,INS-001,2023-08,112530,93434,19096,1.0000,1.2488,1.0000
ACT-000017,CLT-000012,INS-001,2023-09,79265,65813,13451,1.0910,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2023-10,81328,67527,13801,1.1576,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2023-11,85420,70924,14496,1.1820,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2023-12,66727,55404,11324,1.1576,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2024-01,75369,63830,11538,1.0910,1.0000,1.0239
ACT-000017,CLT-000012,INS-001,2024-02,49209,41675,7534,1.0000,1.0000,1.0239
ACT-000017,CLT-000012,INS-001,2024-03,56710,48028,8682,0.9090,1.0000,1.0239
ACT-000017,CLT-000012,INS-001,2024-04,61202,51832,9370,0.8424,1.0000,1.0239
ACT-000017,CLT-000012,INS-001,2024-05,57706,48872,8834,0.8180,1.0000,1.0239
ACT-000017,CLT-000012,INS-001,2024-06,55531,47029,8501,0.8424,1.0000,1.0239
ACT-000017,CLT-000012,INS-001,2024-07,59941,50764,9177,0.9090,1.0000,1.0239
ACT-000017,CLT-000012,INS-001,2024-08,70233,59480,10752,1.0000,1.0000,1.0239
ACT-000017,CLT-000012,INS-001,2024-09,75275,63751,11524,1.0910,1.0000,1.0239
ACT-000017,CLT-000012,INS-001,2024-10,83527,70739,12787,1.1576,1.0000,1.0239
ACT-000017,CLT-000012,INS-001,2024-11,80987,68588,12399,1.1820,1.0000,1.0239
ACT-000017,CLT-000012,INS-001,2024-12,72068,61034,11033,1.1576,1.0000,1.0239
ACT-000017,CLT-000012,INS-001,2025-01,64184,66615,-2431,1.0910,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2025-02,58629,60849,-2221,1.0000,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2025-03,51178,53117,-1938,0.9090,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2025-04,45746,47479,-1733,0.8424,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2025-05,55257,57350,-2093,0.8180,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2025-06,56548,58690,-2142,0.8424,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2025-07,63922,66343,-2421,0.9090,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2025-08,68353,70942,-2589,1.0000,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2025-09,87191,90493,-3302,1.0910,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2025-10,82094,85204,-3109,1.1576,1.0000,1.0000
ACT-000017,CLT-000012,INS-001,2025-11,61180,63497,-2317,1.1820,0.7270,1.0000
ACT-000017,CLT-000012,INS-001,2025-12,57127,59290,-2164,1.1576,0.7270,1.0000
ACT-000018,CLT-000013,INS-001,2021-01,156686,111341,45345,0.9426,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2021-02,166471,118294,48177,0.9006,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2021-03,158130,112367,45763,0.8852,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2021-04,165403,117535,47867,0.9006,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2021-05,161641,114862,46779,0.9426,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2021-06,173126,123023,50103,1.0000,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2021-07,182623,129772,52851,1.0574,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2021-08,189340,134545,54795,1.0994,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2021-09,171327,121745,49582,1.1148,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2021-10,155553,110536,45017,1.0994,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2021-11,181875,129241,52635,1.0574,1.1836,1.0000
ACT-000018,CLT-000013,INS-001,2021-12,176607,125497,51110,1.0000,1.1836,1.0000
ACT-000018,CLT-000013,INS-001,2022-01,163895,116464,47431,0.9426,1.1836,1.0000
ACT-000018,CLT-000013,INS-001,2022-02,143654,102081,41574,0.9006,1.1836,1.0000
ACT-000018,CLT-000013,INS-001,2022-03,156161,110968,45193,0.8852,1.1836,1.0000
ACT-000018,CLT-000013,INS-001,2022-04,154053,109470,44583,0.9006,1.1836,1.0000
ACT-000018,CLT-000013,INS-001,2022-05,169676,120571,49104,0.9426,1.1836,1.0000
ACT-000018,CLT-000013,INS-001,2022-06,179365,127457,51908,1.0000,1.1836,1.0000
ACT-000018,CLT-000013,INS-001,2022-07,142957,101585,41372,1.0574,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2022-08,146190,103883,42307,1.0994,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2022-09,147565,104860,42705,1.1148,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2022-10,145426,109540,35886,1.0994,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2022-11,138197,104095,34102,1.0574,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2022-12,125432,94480,30952,1.0000,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2023-01,115368,83620,31748,0.9426,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2023-02,114957,83322,31635,0.9006,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2023-03,112705,81690,31015,0.8852,1.1563,1.0000
ACT-000018,CLT-000013,INS-001,2023-04,117832,85406,32426,0.9006,1.1563,1.0000
ACT-000018,CLT-000013,INS-001,2023-05,120027,86997,33030,0.9426,1.1563,1.0000
ACT-000018,CLT-000013,INS-001,2023-06,140496,99837,40660,1.0000,1.1563,1.0000
ACT-000018,CLT-000013,INS-001,2023-07,142705,101406,41299,1.0574,1.1563,1.0000
ACT-000018,CLT-000013,INS-001,2023-08,134825,95806,39018,1.0994,1.1563,1.0000
ACT-000018,CLT-000013,INS-001,2023-09,154448,109751,44697,1.1148,1.1563,1.0000
ACT-000018,CLT-000013,INS-001,2023-10,116828,83018,33810,1.0994,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2023-11,60845,43236,17608,1.0574,0.5403,1.0000
ACT-000018,CLT-000013,INS-001,2023-12,58400,41499,16901,1.0000,0.5403,1.0000
ACT-000018,CLT-000013,INS-001,2024-01,51074,37019,14055,0.9426,0.5403,1.0239
ACT-000018,CLT-000013,INS-001,2024-02,90021,65248,24773,0.9006,1.0000,1.0239
ACT-000018,CLT-000013,INS-001,2024-03,87247,63238,24009,0.8852,1.0000,1.0239
ACT-000018,CLT-000013,INS-001,2024-04,87191,63197,23994,0.9006,1.0000,1.0239
ACT-000018,CLT-000013,INS-001,2024-05,86805,62917,23888,0.9426,1.0000,1.0239
ACT-000018,CLT-000013,INS-001,2024-06,83925,60830,23095,1.0000,1.0000,1.0239
ACT-000018,CLT-000013,INS-001,2024-07,94327,68369,25958,1.0574,1.0000,1.0239
ACT-000018,CLT-000013,INS-001,2024-08,99829,72358,27472,1.0994,1.0000,1.0239
ACT-000018,CLT-000013,INS-001,2024-09,94851,68749,26102,1.1148,1.0000,1.0239
ACT-000018,CLT-000013,INS-001,2024-10,53985,39129,14856,1.0994,0.5192,1.0239
ACT-000018,CLT-000013,INS-001,2024-11,50976,36948,14028,1.0574,0.5192,1.0239
ACT-000018,CLT-000013,INS-001,2024-12,90345,65483,24862,1.0000,1.0000,1.0239
ACT-000018,CLT-000013,INS-001,2025-01,79992,71052,8939,0.9426,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2025-02,75765,67299,8467,0.9006,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2025-03,69658,61874,7784,0.8852,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2025-04,69516,61747,7768,0.9006,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2025-05,73629,65401,8228,0.9426,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2025-06,64471,57267,7205,1.0000,0.8242,1.0000
ACT-000018,CLT-000013,INS-001,2025-07,70908,62984,7924,1.0574,0.8242,1.0000
ACT-000018,CLT-000013,INS-001,2025-08,81257,72177,9081,1.0994,1.0000,1.0000
ACT-000018,CLT-000013,INS-001,2025-09,91010,80840,10170,1.1148,1.1095,1.0000
ACT-000018,CLT-000013,INS-001,2025-10,97533,86634,10899,1.0994,1.1095,1.0000
ACT-000018,CLT-000013,INS-001,2025-11,86319,76673,9646,1.0574,1.1095,1.0000
ACT-000018,CLT-000013,INS-001,2025-12,83108,73821,9287,1.0000,1.1095,1.0000
ACT-000019,CLT-000014,INS-001,2021-01,150841,106312,44528,1.0000,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2021-02,130388,91898,38491,0.8846,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2021-03,136648,96310,40339,0.8001,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2021-04,116381,82025,34356,0.7692,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2021-05,98317,69294,29023,0.8001,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2021-06,126937,89465,37472,0.8846,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2021-07,159667,112533,47134,1.0000,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2021-08,172932,121883,51050,1.1154,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2021-09,174027,122654,51373,1.1999,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2021-10,184969,130366,54603,1.2308,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2021-11,165647,116748,48899,1.1999,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2021-12,135138,95245,39893,1.1154,0.8697,1.0000
ACT-000019,CLT-000014,INS-001,2022-01,115764,81590,34173,1.0000,0.8697,1.0000
ACT-000019,CLT-000014,INS-001,2022-02,102906,72528,30378,0.8846,0.8697,1.0000
ACT-000019,CLT-000014,INS-001,2022-03,91158,64248,26910,0.8001,0.8697,1.0000
ACT-000019,CLT-000014,INS-001,2022-04,87529,61691,25839,0.7692,0.8697,1.0000
ACT-000019,CLT-000014,INS-001,2022-05,95969,67639,28330,0.8001,0.8697,1.0000
ACT-000019,CLT-000014,INS-001,2022-06,120337,84814,35524,0.8846,0.8697,1.0000
ACT-000019,CLT-000014,INS-001,2022-07,158741,111881,46860,1.0000,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2022-08,143426,101087,42339,1.1154,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2022-09,172653,121686,50967,1.1999,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2022-10,194895,145604,49291,1.2308,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2022-11,205879,153810,52069,1.1999,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2022-12,174840,130621,44219,1.1154,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2023-01,134922,96995,37927,1.0000,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2023-02,131460,94506,36954,0.8846,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2023-03,113532,81617,31914,0.8001,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2023-04,109720,78878,30843,0.7692,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2023-05,128567,92426,36141,0.8001,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2023-06,145356,102447,42909,0.8846,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2023-07,147642,104058,43584,1.0000,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2023-08,129507,91277,38231,1.1154,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2023-09,168186,118537,49648,1.1999,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2023-10,158351,111606,46745,1.2308,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2023-11,145113,102275,42837,1.1999,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2023-12,169595,119531,50065,1.1154,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2024-01,61190,43989,17201,1.0000,0.4821,1.0239
ACT-000019,CLT-000014,INS-001,2024-02,54677,39307,15370,0.8846,0.4821,1.0239
ACT-000019,CLT-000014,INS-001,2024-03,64031,46031,17999,0.8001,0.4821,1.0239
ACT-000019,CLT-000014,INS-001,2024-04,72139,51861,20279,0.7692,0.4821,1.0239
ACT-000019,CLT-000014,INS-001,2024-05,63280,45492,17788,0.8001,0.4821,1.0239
ACT-000019,CLT-000014,INS-001,2024-06,60960,43824,17136,0.8846,0.4821,1.0239
ACT-000019,CLT-000014,INS-001,2024-07,73047,52513,20534,1.0000,0.4821,1.0239
ACT-000019,CLT-000014,INS-001,2024-08,157270,113061,44209,1.1154,1.0000,1.0239
ACT-000019,CLT-000014,INS-001,2024-09,183615,132000,51615,1.1999,1.0000,1.0239
ACT-000019,CLT-000014,INS-001,2024-10,199523,143436,56087,1.2308,1.0000,1.0239
ACT-000019,CLT-000014,INS-001,2024-11,180595,129829,50766,1.1999,1.0000,1.0239
ACT-000019,CLT-000014,INS-001,2024-12,168872,121401,47471,1.1154,1.0000,1.0239
ACT-000019,CLT-000014,INS-001,2025-01,130783,115219,15563,1.0000,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2025-02,145954,128585,17369,0.8846,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2025-03,121850,107350,14500,0.8001,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2025-04,131051,115456,15595,0.7692,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2025-05,122950,108319,14631,0.8001,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2025-06,153560,135286,18274,0.8846,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2025-07,146697,129240,17457,1.0000,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2025-08,164800,145189,19611,1.1154,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2025-09,203838,179581,24257,1.1999,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2025-10,194157,171052,23105,1.2308,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2025-11,144723,127501,17222,1.1999,1.0000,1.0000
ACT-000019,CLT-000014,INS-001,2025-12,132996,117169,15827,1.1154,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2021-01,188357,178562,9795,1.1423,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2021-02,200484,190059,10425,1.0821,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2021-03,261084,247507,13576,1.0000,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2021-04,241343,228794,12550,0.9178,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2021-05,183776,174220,9556,0.8577,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2021-06,165782,157161,8621,0.8357,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2021-07,156941,148780,8161,0.8577,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2021-08,192074,182086,9988,0.9179,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2021-09,194169,184072,10097,1.0000,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2021-10,186191,176509,9682,1.0821,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2021-11,211978,200955,11023,1.1423,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2021-12,293824,278545,15279,1.1643,1.2083,1.0000
ACT-000020,CLT-000015,INS-001,2022-01,289945,274868,15077,1.1423,1.2083,1.0000
ACT-000020,CLT-000015,INS-001,2022-02,233585,221439,12146,1.0821,1.2083,1.0000
ACT-000020,CLT-000015,INS-001,2022-03,219057,207666,11391,1.0000,1.2083,1.0000
ACT-000020,CLT-000015,INS-001,2022-04,207299,196520,10780,0.9178,1.2083,1.0000
ACT-000020,CLT-000015,INS-001,2022-05,144804,137274,7530,0.8577,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2022-06,171918,162979,8940,0.8357,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2022-07,195347,185189,10158,0.8577,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2022-08,194675,184552,10123,0.9179,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2022-09,211971,200949,11022,1.0000,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2022-10,278013,279369,-1357,1.0821,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2022-11,283760,285144,-1385,1.1423,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2022-12,249772,250991,-1219,1.1643,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2023-01,192344,185989,6355,1.1423,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2023-02,229442,221861,7581,1.0821,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2023-03,228424,220877,7547,1.0000,1.0000,1.0000
ACT-000020,CLT-000015,INS-001,2023-04,294548,284816,9732,0.9178,1.0000,1.0000
