identifiant_decision,identifiant_demande,identifiant_institution,date_decision,statut,motif_principal,montant_accorde,duree_accordee_mois
DEC-000335,DEM-000335,INS-001,2024-02-23,REFUSEE,capacite_insuffisante,,
DEC-000336,DEM-000336,INS-001,2024-09-28,ACCEPTEE,,250000,6
DEC-000337,DEM-000337,INS-001,2022-10-05,ACCEPTEE,,460000,12
DEC-000338,DEM-000338,INS-001,2023-10-27,ACCEPTEE,,440000,6
DEC-000339,DEM-000339,INS-001,2024-09-29,ACCEPTEE,,1500000,12
DEC-000340,DEM-000340,INS-001,2021-09-23,ACCEPTEE,,250000,6
DEC-000341,DEM-000341,INS-001,2022-11-08,ACCEPTEE,,90000,6
DEC-000342,DEM-000342,INS-001,2024-05-01,ACCEPTEE,,590000,12
DEC-000343,DEM-000343,INS-001,2022-05-12,ACCEPTEE,,115000,9
DEC-000344,DEM-000344,INS-001,2023-05-28,ACCEPTEE,,105000,6
DEC-000345,DEM-000345,INS-001,2024-03-05,ACCEPTEE,,390000,12
DEC-000346,DEM-000346,INS-001,2025-10-17,ACCEPTEE,,550000,12
DEC-000347,DEM-000347,INS-001,2025-06-01,ACCEPTEE,,250000,6
DEC-000348,DEM-000348,INS-001,2022-12-21,ACCEPTEE,,250000,3
DEC-000349,DEM-000349,INS-001,2025-08-30,REFUSEE,capacite_insuffisante,,
DEC-000350,DEM-000350,INS-001,2021-11-13,ACCEPTEE,,600000,12
DEC-000351,DEM-000351,INS-001,2021-09-02,ACCEPTEE,,565000,9
DEC-000352,DEM-000352,INS-001,2022-07-11,ACCEPTEE,,600000,3
DEC-000353,DEM-000353,INS-001,2021-02-23,ACCEPTEE,,500000,9
DEC-000354,DEM-000354,INS-001,2021-09-14,ACCEPTEE,,250000,6
DEC-000355,DEM-000355,INS-001,2024-03-01,ACCEPTEE,,250000,6
DEC-000356,DEM-000356,INS-001,2025-05-19,ACCEPTEE,,250000,9
DEC-000357,DEM-000357,INS-001,2022-05-10,ACCEPTEE,,130000,6
DEC-000358,DEM-000358,INS-001,2024-12-14,ACCEPTEE,,580000,6
DEC-000359,DEM-000359,INS-001,2025-10-01,ACCEPTEE,,245000,6
DEC-000360,DEM-000360,INS-001,2022-03-26,REFUSEE,endettement_eleve,,
DEC-000361,DEM-000361,INS-001,2022-11-02,REFUSEE,capacite_insuffisante,,
DEC-000362,DEM-000362,INS-001,2023-07-13,ACCEPTEE,,425000,6
DEC-000363,DEM-000363,INS-001,2021-08-24,ACCEPTEE,,240000,6
DEC-000364,DEM-000364,INS-001,2022-03-12,ACCEPTEE,,225000,9
DEC-000365,DEM-000365,INS-001,2024-11-26,REFUSEE,historique_incidents,,
DEC-000366,DEM-000366,INS-001,2025-06-08,REFUSEE,capacite_insuffisante,,
DEC-000367,DEM-000367,INS-001,2021-11-12,ACCEPTEE,,600000,9
DEC-000368,DEM-000368,INS-001,2023-02-28,ACCEPTEE,,600000,12
DEC-000369,DEM-000369,INS-001,2025-02-05,ACCEPTEE,,600000,12
DEC-000370,DEM-000370,INS-001,2021-01-11,ACCEPTEE,,250000,9
DEC-000371,DEM-000371,INS-001,2022-07-28,REFUSEE,historique_incidents,,
DEC-000372,DEM-000372,INS-001,2021-09-01,REFUSEE,endettement_eleve,,
DEC-000373,DEM-000373,INS-001,2022-05-21,REFUSEE,endettement_eleve,,
DEC-000374,DEM-000374,INS-001,2023-08-20,ACCEPTEE,,1500000,24
DEC-000375,DEM-000375,INS-001,2022-10-29,ACCEPTEE,,260000,12
DEC-000376,DEM-000376,INS-001,2024-04-12,ACCEPTEE,,280000,9
DEC-000377,DEM-000377,INS-001,2025-08-11,ACCEPTEE,,130000,9
DEC-000378,DEM-000378,INS-001,2023-05-31,REFUSEE,endettement_eleve,,
DEC-000379,DEM-000379,INS-001,2024-01-28,ACCEPTEE,,725000,12
DEC-000380,DEM-000380,INS-001,2025-05-24,REFUSEE,capacite_insuffisante,,
DEC-000381,DEM-000381,INS-001,2021-07-07,ACCEPTEE,,250000,9
DEC-000382,DEM-000382,INS-001,2023-04-30,ACCEPTEE,,175000,6
DEC-000383,DEM-000383,INS-001,2024-09-24,ACCEPTEE,,250000,6
DEC-000384,DEM-000384,INS-001,2022-08-21,ACCEPTEE,,600000,12
DEC-000385,DEM-000385,INS-001,2023-11-28,ACCEPTEE,,600000,3
DEC-000386,DEM-000386,INS-001,2024-02-13,ACCEPTEE,,250000,3
DEC-000387,DEM-000387,INS-001,2024-05-29,ACCEPTEE,,385000,6
DEC-000388,DEM-000388,INS-001,2021-07-19,ACCEPTEE,,250000,9
DEC-000389,DEM-000389,INS-001,2023-12-14,ACCEPTEE,,250000,6
DEC-000390,DEM-000390,INS-001,2024-06-25,ACCEPTEE,,130000,9
DEC-000391,DEM-000391,INS-001,2025-07-17,ACCEPTEE,,705000,12
DEC-000392,DEM-000392,INS-001,2021-06-24,ACCEPTEE,,50000,6
DEC-000393,DEM-000393,INS-001,2022-01-21,ACCEPTEE,,280000,12
DEC-000394,DEM-000394,INS-001,2024-01-04,ACCEPTEE,,330000,12
DEC-000395,DEM-000395,INS-001,2021-06-20,ACCEPTEE,,180000,6
DEC-000396,DEM-000396,INS-001,2022-11-30,ACCEPTEE,,95000,6
DEC-000397,DEM-000397,INS-001,2025-04-19,ACCEPTEE,,50000,12
DEC-000398,DEM-000398,INS-001,2021-10-25,ACCEPTEE,,155000,6
DEC-000399,DEM-000399,INS-001,2022-12-09,ACCEPTEE,,590000,24
DEC-000400,DEM-000400,INS-001,2025-10-02,ACCEPTEE,,190000,9
DEC-000401,DEM-000401,INS-001,2021-08-05,ACCEPTEE,,110000,6
DEC-000402,DEM-000402,INS-001,2025-03-19,REFUSEE,historique_incidents,,
DEC-000403,DEM-000403,INS-001,2025-09-20,REFUSEE,endettement_eleve,,
DEC-000404,DEM-000404,INS-001,2023-11-26,ACCEPTEE,,165000,9
DEC-000405,DEM-000405,INS-001,2022-03-01,REFUSEE,capacite_insuffisante,,
DEC-000406,DEM-000406,INS-001,2024-08-31,ACCEPTEE,,250000,6
DEC-000407,DEM-000407,INS-001,2025-11-30,ACCEPTEE,,200000,6
DEC-000408,DEM-000408,INS-001,2021-02-25,ACCEPTEE,,590000,12
DEC-000409,DEM-000409,INS-001,2023-08-17,ACCEPTEE,,405000,9
DEC-000410,DEM-000410,INS-001,2025-09-11,AJOURNEE,dossier_incomplet,,
DEC-000411,DEM-000411,INS-001,2022-07-05,ACCEPTEE,,325000,12
DEC-000412,DEM-000412,INS-001,2021-09-01,ACCEPTEE,,80000,6
DEC-000413,DEM-000413,INS-001,2023-05-13,ACCEPTEE,,250000,9
DEC-000414,DEM-000414,INS-001,2024-05-21,REFUSEE,historique_incidents,,
DEC-000415,DEM-000415,INS-001,2024-03-27,ACCEPTEE,,155000,9
DEC-000416,DEM-000416,INS-001,2025-06-25,ACCEPTEE,,1420000,15
DEC-000417,DEM-000417,INS-001,2021-02-28,ACCEPTEE,,250000,9
DEC-000418,DEM-000418,INS-001,2024-02-09,ANNULEE_CLIENT,,,
DEC-000419,DEM-000419,INS-001,2021-11-27,ACCEPTEE,,165000,6
DEC-000420,DEM-000420,INS-001,2023-09-19,ACCEPTEE,,100000,6
DEC-000421,DEM-000421,INS-001,2024-12-15,ACCEPTEE,,100000,6
DEC-000422,DEM-000422,INS-001,2024-02-16,ACCEPTEE,,250000,6
DEC-000423,DEM-000423,INS-001,2024-11-06,ACCEPTEE,,250000,6
DEC-000424,DEM-000424,INS-001,2022-12-16,ACCEPTEE,,600000,9
DEC-000425,DEM-000425,INS-001,2021-01-07,ACCEPTEE,,80000,3
DEC-000426,DEM-000426,INS-001,2024-01-20,ACCEPTEE,,1500000,12
DEC-000427,DEM-000427,INS-001,2025-10-18,ACCEPTEE,,250000,9
DEC-000428,DEM-000428,INS-001,2021-02-25,ACCEPTEE,,600000,9
DEC-000429,DEM-000429,INS-001,2022-02-18,ACCEPTEE,,710000,12
DEC-000430,DEM-000430,INS-001,2023-04-11,ACCEPTEE,,395000,9
DEC-000431,DEM-000431,INS-001,2024-03-04,ACCEPTEE,,710000,12
DEC-000432,DEM-000432,INS-001,2023-10-22,ACCEPTEE,,250000,9
DEC-000433,DEM-000433,INS-001,2021-11-02,ACCEPTEE,,180000,6
DEC-000434,DEM-000434,INS-001,2022-08-27,ACCEPTEE,,95000,9
DEC-000435,DEM-000435,INS-001,2022-07-04,ACCEPTEE,,200000,6
DEC-000436,DEM-000436,INS-001,2023-02-23,ACCEPTEE,,250000,6
DEC-000437,DEM-000437,INS-001,2025-01-29,ACCEPTEE,,605000,12
DEC-000438,DEM-000438,INS-001,2021-01-19,REFUSEE,capacite_insuffisante,,
DEC-000439,DEM-000439,INS-001,2022-04-11,ACCEPTEE,,105000,6
DEC-000440,DEM-000440,INS-001,2022-12-06,ACCEPTEE,,250000,9
DEC-000441,DEM-000441,INS-001,2024-05-13,ACCEPTEE,,355000,9
DEC-000442,DEM-000442,INS-001,2025-02-22,ACCEPTEE,,160000,6
DEC-000443,DEM-000443,INS-001,2021-03-06,ACCEPTEE,,230000,12
DEC-000444,DEM-000444,INS-001,2023-07-13,ACCEPTEE,,235000,9
DEC-000445,DEM-000445,INS-001,2025-02-05,ACCEPTEE,,295000,12
DEC-000446,DEM-000446,INS-001,2021-01-25,ACCEPTEE,,555000,12
DEC-000447,DEM-000447,INS-001,2022-12-28,ACCEPTEE,,250000,6
DEC-000448,DEM-000448,INS-001,2024-12-26,REFUSEE,historique_incidents,,
DEC-000449,DEM-000449,INS-001,2025-10-24,ACCEPTEE,,600000,12
DEC-000450,DEM-000450,INS-001,2021-07-01,ACCEPTEE,,115000,6
DEC-000451,DEM-000451,INS-001,2023-10-22,ACCEPTEE,,420000,18
DEC-000452,DEM-000452,INS-001,2025-09-07,ACCEPTEE,,790000,12
DEC-000453,DEM-000453,INS-001,2023-04-26,ACCEPTEE,,500000,6
DEC-000454,DEM-000454,INS-001,2024-02-25,ACCEPTEE,,205000,6
DEC-000455,DEM-000455,INS-001,2022-01-18,ACCEPTEE,,900000,9
DEC-000456,DEM-000456,INS-001,2023-10-31,ACCEPTEE,,1500000,18
DEC-000457,DEM-000457,INS-001,2025-06-09,ACCEPTEE,,145000,6
DEC-000458,DEM-000458,INS-001,2022-02-15,ACCEPTEE,,900000,6
DEC-000459,DEM-000459,INS-001,2025-05-22,REFUSEE,capacite_insuffisante,,
DEC-000460,DEM-000460,INS-001,2025-09-25,AJOURNEE,dossier_incomplet,,
DEC-000461,DEM-000461,INS-001,2022-11-10,ACCEPTEE,,25000,9
DEC-000462,DEM-000462,INS-001,2024-01-16,ACCEPTEE,,25000,9
DEC-000463,DEM-000463,INS-001,2025-07-17,ACCEPTEE,,40000,9
DEC-000464,DEM-000464,INS-001,2023-01-26,ACCEPTEE,,400000,15
DEC-000465,DEM-000465,INS-001,2023-02-15,AJOURNEE,dossier_incomplet,,
DEC-000466,DEM-000466,INS-001,2023-08-22,ACCEPTEE,,365000,12
DEC-000467,DEM-000467,INS-001,2021-03-13,ACCEPTEE,,105000,6
DEC-000468,DEM-000468,INS-001,2022-10-04,ACCEPTEE,,600000,12
DEC-000469,DEM-000469,INS-001,2024-10-12,ACCEPTEE,,50000,12
DEC-000470,DEM-000470,INS-001,2021-03-28,ACCEPTEE,,900000,12
DEC-000471,DEM-000471,INS-001,2021-09-21,ACCEPTEE,,250000,9
DEC-000472,DEM-000472,INS-001,2021-07-21,ACCEPTEE,,600000,9
DEC-000473,DEM-000473,INS-001,2023-03-08,ACCEPTEE,,600000,12
DEC-000474,DEM-000474,INS-001,2022-04-21,REFUSEE,capacite_insuffisante,,
DEC-000475,DEM-000475,INS-001,2021-07-17,ACCEPTEE,,45000,6
DEC-000476,DEM-000476,INS-001,2022-08-26,ACCEPTEE,,70000,6
DEC-000477,DEM-000477,INS-001,2021-02-15,ACCEPTEE,,600000,6
DEC-000478,DEM-000478,INS-001,2021-12-01,ACCEPTEE,,600000,9
DEC-000479,DEM-000479,INS-001,2023-11-26,REFUSEE,historique_incidents,,
DEC-000480,DEM-000480,INS-001,2024-11-04,ACCEPTEE,,510000,6
DEC-000481,DEM-000481,INS-001,2025-05-15,REFUSEE,endettement_eleve,,
DEC-000482,DEM-000482,INS-001,2024-02-22,ACCEPTEE,,680000,12
DEC-000483,DEM-000483,INS-001,2025-11-22,ACCEPTEE,,100000,9
DEC-000484,DEM-000484,INS-001,2021-05-26,REFUSEE,endettement_eleve,,
DEC-000485,DEM-000485,INS-001,2021-11-09,AJOURNEE,dossier_incomplet,,
DEC-000486,DEM-000486,INS-001,2022-06-01,REFUSEE,endettement_eleve,,
DEC-000487,DEM-000487,INS-001,2023-07-06,REFUSEE,endettement_eleve,,
DEC-000488,DEM-000488,INS-001,2022-02-23,ACCEPTEE,,600000,12
DEC-000489,DEM-000489,INS-001,2023-03-02,ACCEPTEE,,215000,3
DEC-000490,DEM-000490,INS-001,2023-12-01,ACCEPTEE,,360000,12
DEC-000491,DEM-000491,INS-001,2022-02-05,ACCEPTEE,,250000,9
DEC-000492,DEM-000492,INS-001,2023-07-23,ACCEPTEE,,600000,12
DEC-000493,DEM-000493,INS-001,2022-10-07,ACCEPTEE,,600000,9
DEC-000494,DEM-000494,INS-001,2023-02-08,ACCEPTEE,,600000,9
DEC-000495,DEM-000495,INS-001,2021-08-20,ACCEPTEE,,295000,12
DEC-000496,DEM-000496,INS-001,2021-03-27,ACCEPTEE,,775000,9
DEC-000497,DEM-000497,INS-001,2022-05-12,ACCEPTEE,,250000,9
DEC-000498,DEM-000498,INS-001,2023-06-16,ANNULEE_CLIENT,,,
DEC-000499,DEM-000499,INS-001,2021-05-01,ACCEPTEE,,600000,12
DEC-000500,DEM-000500,INS-001,2025-05-13,ACCEPTEE,,195000,9
DEC-000501,DEM-000501,INS-001,2022-03-14,ACCEPTEE,,65000,9
DEC-000502,DEM-000502,INS-001,2025-06-24,ACCEPTEE,,100000,12
DEC-000503,DEM-000503,INS-001,2022-06-04,ACCEPTEE,,600000,12
DEC-000504,DEM-000504,INS-001,2021-11-03,REFUSEE,endettement_eleve,,
DEC-000505,DEM-000505,INS-001,2022-09-22,REFUSEE,endettement_eleve,,
DEC-000506,DEM-000506,INS-001,2023-03-14,ACCEPTEE,,930000,21
DEC-000507,DEM-000507,INS-001,2024-05-29,ACCEPTEE,,420000,6
DEC-000508,DEM-000508,INS-001,2025-07-07,ACCEPTEE,,105000,12
DEC-000509,DEM-000509,INS-001,2021-06-30,ACCEPTEE,,400000,6
DEC-000510,DEM-000510,INS-001,2023-02-17,REFUSEE,capacite_insuffisante,,
DEC-000511,DEM-000511,INS-001,2023-10-28,ACCEPTEE,,900000,12
DEC-000512,DEM-000512,INS-001,2021-01-16,ACCEPTEE,,250000,6
DEC-000513,DEM-000513,INS-001,2021-09-17,ACCEPTEE,,250000,9
DEC-000514,DEM-000514,INS-001,2022-10-27,ACCEPTEE,,1500000,24
DEC-000515,DEM-000515,INS-001,2025-01-23,ACCEPTEE,,365000,12
DEC-000516,DEM-000516,INS-001,2021-06-04,ACCEPTEE,,210000,6
DEC-000517,DEM-000517,INS-001,2023-01-13,REFUSEE,endettement_eleve,,
DEC-000518,DEM-000518,INS-001,2024-02-21,REFUSEE,endettement_eleve,,
DEC-000519,DEM-000519,INS-001,2024-11-05,ACCEPTEE,,250000,9
DEC-000520,DEM-000520,INS-001,2025-08-01,REFUSEE,endettement_eleve,,
DEC-000521,DEM-000521,INS-001,2022-02-04,ACCEPTEE,,205000,3
DEC-000522,DEM-000522,INS-001,2023-03-03,ACCEPTEE,,415000,9
DEC-000523,DEM-000523,INS-001,2022-06-25,ACCEPTEE,,180000,6
DEC-000524,DEM-000524,INS-001,2022-12-25,ACCEPTEE,,535000,6
DEC-000525,DEM-000525,INS-001,2023-06-30,ACCEPTEE,,600000,12
DEC-000526,DEM-000526,INS-001,2021-02-07,ACCEPTEE,,240000,6
DEC-000527,DEM-000527,INS-001,2022-07-04,REFUSEE,capacite_insuffisante,,
DEC-000528,DEM-000528,INS-001,2023-12-24,REFUSEE,capacite_insuffisante,,
DEC-000529,DEM-000529,INS-001,2021-02-25,ACCEPTEE,,800000,6
DEC-000530,DEM-000530,INS-001,2021-08-26,ACCEPTEE,,525000,6
DEC-000531,DEM-000531,INS-001,2023-03-31,ACCEPTEE,,220000,6
DEC-000532,DEM-000532,INS-001,2023-07-25,ACCEPTEE,,590000,12
DEC-000533,DEM-000533,INS-001,2021-11-04,ACCEPTEE,,900000,9
DEC-000534,DEM-000534,INS-001,2024-11-29,ACCEPTEE,,385000,12
DEC-000535,DEM-000535,INS-001,2021-03-11,ACCEPTEE,,250000,9
DEC-000536,DEM-000536,INS-001,2022-07-16,REFUSEE,dossier_incomplet,,
DEC-000537,DEM-000537,INS-001,2023-04-08,ACCEPTEE,,600000,9
DEC-000538,DEM-000538,INS-001,2025-02-16,ACCEPTEE,,160000,9
DEC-000539,DEM-000539,INS-001,2022-07-15,ACCEPTEE,,600000,9
DEC-000540,DEM-000540,INS-001,2024-01-06,ACCEPTEE,,470000,6
DEC-000541,DEM-000541,INS-001,2022-12-06,ACCEPTEE,,250000,9
DEC-000542,DEM-000542,INS-001,2025-02-15,ACCEPTEE,,75000,9
DEC-000543,DEM-000543,INS-001,2021-10-01,REFUSEE,capacite_insuffisante,,
DEC-000544,DEM-000544,INS-001,2022-02-17,ACCEPTEE,,85000,6
DEC-000545,DEM-000545,INS-001,2024-09-10,ACCEPTEE,,215000,6
DEC-000546,DEM-000546,INS-001,2022-07-31,ACCEPTEE,,1500000,24
DEC-000547,DEM-000547,INS-001,2021-10-01,ACCEPTEE,,75000,12
DEC-000548,DEM-000548,INS-001,2021-09-28,ACCEPTEE,,600000,12
DEC-000549,DEM-000549,INS-001,2023-03-05,ACCEPTEE,,600000,12
DEC-000550,DEM-000550,INS-001,2024-04-05,ACCEPTEE,,405000,12
DEC-000551,DEM-000551,INS-001,2021-10-15,ACCEPTEE,,210000,6
DEC-000552,DEM-000552,INS-001,2022-12-24,ACCEPTEE,,540000,9
DEC-000553,DEM-000553,INS-001,2023-11-11,ACCEPTEE,,600000,12
DEC-000554,DEM-000554,INS-001,2025-02-07,ACCEPTEE,,1500000,18
DEC-000555,DEM-000555,INS-001,2022-12-12,ACCEPTEE,,600000,9
DEC-000556,DEM-000556,INS-001,2023-08-30,ACCEPTEE,,190000,3
DEC-000557,DEM-000557,INS-001,2024-11-20,ACCEPTEE,,1500000,24
DEC-000558,DEM-000558,INS-001,2021-05-14,REFUSEE,endettement_eleve,,
DEC-000559,DEM-000559,INS-001,2021-09-28,REFUSEE,endettement_eleve,,
DEC-000560,DEM-000560,INS-001,2022-08-22,REFUSEE,endettement_eleve,,
DEC-000561,DEM-000561,INS-001,2025-04-22,REFUSEE,endettement_eleve,,
DEC-000562,DEM-000562,INS-001,2025-03-28,ACCEPTEE,,250000,6
DEC-000563,DEM-000563,INS-001,2025-04-28,ACCEPTEE,,50000,6
DEC-000564,DEM-000564,INS-001,2023-10-20,ACCEPTEE,,525000,12
DEC-000565,DEM-000565,INS-001,2025-03-31,ACCEPTEE,,40000,6
DEC-000566,DEM-000566,INS-001,2021-09-14,ACCEPTEE,,475000,12
DEC-000567,DEM-000567,INS-001,2021-01-27,ACCEPTEE,,165000,9
DEC-000568,DEM-000568,INS-001,2022-07-21,ACCEPTEE,,600000,6
DEC-000569,DEM-000569,INS-001,2023-06-03,ACCEPTEE,,530000,6
DEC-000570,DEM-000570,INS-001,2023-11-16,ACCEPTEE,,490000,12
DEC-000571,DEM-000571,INS-001,2025-09-19,ACCEPTEE,,180000,6
DEC-000572,DEM-000572,INS-001,2022-10-03,ACCEPTEE,,250000,9
DEC-000573,DEM-000573,INS-001,2021-03-30,ACCEPTEE,,165000,6
DEC-000574,DEM-000574,INS-001,2022-10-15,ACCEPTEE,,1500000,12
DEC-000575,DEM-000575,INS-001,2025-09-26,ACCEPTEE,,250000,9
DEC-000576,DEM-000576,INS-001,2021-05-04,ACCEPTEE,,400000,12
DEC-000577,DEM-000577,INS-001,2023-01-09,ACCEPTEE,,900000,9
DEC-000578,DEM-000578,INS-001,2022-04-22,ACCEPTEE,,200000,6
DEC-000579,DEM-000579,INS-001,2022-03-03,ACCEPTEE,,435000,6
DEC-000580,DEM-000580,INS-001,2023-05-24,ACCEPTEE,,600000,12
DEC-000581,DEM-000581,INS-001,2025-05-27,REFUSEE,endettement_eleve,,
DEC-000582,DEM-000582,INS-001,2025-09-28,ACCEPTEE,,600000,9
DEC-000583,DEM-000583,INS-001,2022-06-21,ACCEPTEE,,465000,6
DEC-000584,DEM-000584,INS-001,2025-01-30,ACCEPTEE,,720000,12
DEC-000585,DEM-000585,INS-001,2021-12-13,ACCEPTEE,,900000,9
DEC-000586,DEM-000586,INS-001,2025-10-26,ACCEPTEE,,900000,6
DEC-000587,DEM-000587,INS-001,2024-12-09,ACCEPTEE,,250000,6
DEC-000588,DEM-000588,INS-001,2025-11-19,ACCEPTEE,,95000,6
DEC-000589,DEM-000589,INS-001,2021-08-21,REFUSEE,capacite_insuffisante,,
DEC-000590,DEM-000590,INS-001,2022-05-15,ACCEPTEE,,205000,6
DEC-000591,DEM-000591,INS-001,2024-08-16,ACCEPTEE,,900000,12
DEC-000592,DEM-000592,INS-001,2025-08-26,ACCEPTEE,,600000,9
DEC-000593,DEM-000593,INS-001,2023-03-31,ACCEPTEE,,250000,9
DEC-000594,DEM-000594,INS-001,2025-02-19,ACCEPTEE,,250000,9
DEC-000595,DEM-000595,INS-001,2021-07-15,ACCEPTEE,,600000,9
DEC-000596,DEM-000596,INS-001,2023-08-23,ACCEPTEE,,600000,12
DEC-000597,DEM-000597,INS-001,2025-08-12,REFUSEE,historique_incidents,,
DEC-000598,DEM-000598,INS-001,2023-03-31,ACCEPTEE,,250000,6
DEC-000599,DEM-000599,INS-001,2021-11-09,ACCEPTEE,,250000,9
DEC-000600,DEM-000600,INS-001,2023-04-25,ACCEPTEE,,250000,9
DEC-000601,DEM-000601,INS-001,2024-02-29,ACCEPTEE,,600000,6
DEC-000602,DEM-000602,INS-001,2024-09-10,ACCEPTEE,,600000,12
DEC-000603,DEM-000603,INS-001,2021-08-06,ACCEPTEE,,600000,12
DEC-000604,DEM-000604,INS-001,2021-02-10,ACCEPTEE,,250000,6
DEC-000605,DEM-000605,INS-001,2024-07-13,ACCEPTEE,,1000000,18
DEC-000606,DEM-000606,INS-001,2022-01-27,ACCEPTEE,,540000,9
DEC-000607,DEM-000607,INS-001,2022-12-20,REFUSEE,endettement_eleve,,
DEC-000608,DEM-000608,INS-001,2024-03-03,ANNULEE_CLIENT,,,
DEC-000609,DEM-000609,INS-001,2024-07-05,AJOURNEE,dossier_incomplet,,
DEC-000610,DEM-000610,INS-001,2021-05-20,ACCEPTEE,,900000,12
DEC-000611,DEM-000611,INS-001,2023-01-08,ACCEPTEE,,900000,6
DEC-000612,DEM-000612,INS-001,2024-09-01,ACCEPTEE,,770000,9
DEC-000613,DEM-000613,INS-001,2022-03-25,REFUSEE,endettement_eleve,,
DEC-000614,DEM-000614,INS-001,2022-12-27,ACCEPTEE,,250000,6
DEC-000615,DEM-000615,INS-001,2025-07-30,REFUSEE,endettement_eleve,,
DEC-000616,DEM-000616,INS-001,2022-06-06,ACCEPTEE,,250000,6
DEC-000617,DEM-000617,INS-001,2023-04-29,ACCEPTEE,,600000,6
DEC-000618,DEM-000618,INS-001,2024-01-08,ACCEPTEE,,475000,12
DEC-000619,DEM-000619,INS-001,2023-09-01,ACCEPTEE,,140000,12
DEC-000620,DEM-000620,INS-001,2025-01-02,ACCEPTEE,,125000,3
DEC-000621,DEM-000621,INS-001,2025-09-01,REFUSEE,capacite_insuffisante,,
DEC-000622,DEM-000622,INS-001,2022-04-06,ANNULEE_CLIENT,,,
DEC-000623,DEM-000623,INS-001,2021-09-24,ACCEPTEE,,250000,3
DEC-000624,DEM-000624,INS-001,2024-10-05,ACCEPTEE,,600000,9
DEC-000625,DEM-000625,INS-001,2025-12-01,ANNULEE_CLIENT,,,
DEC-000626,DEM-000626,INS-001,2021-05-27,ACCEPTEE,,600000,9
DEC-000627,DEM-000627,INS-001,2022-10-19,REFUSEE,endettement_eleve,,
DEC-000628,DEM-000628,INS-001,2021-11-27,REFUSEE,capacite_insuffisante,,
DEC-000629,DEM-000629,INS-001,2023-02-17,REFUSEE,capacite_insuffisante,,
DEC-000630,DEM-000630,INS-001,2023-06-25,REFUSEE,endettement_eleve,,
DEC-000631,DEM-000631,INS-001,2024-03-22,ACCEPTEE,,600000,9
DEC-000632,DEM-000632,INS-001,2021-10-26,ACCEPTEE,,250000,6
DEC-000633,DEM-000633,INS-001,2021-07-15,ACCEPTEE,,900000,9
DEC-000634,DEM-000634,INS-001,2023-11-10,ACCEPTEE,,900000,9
DEC-000635,DEM-000635,INS-001,2024-12-09,ACCEPTEE,,900000,9
DEC-000636,DEM-000636,INS-001,2024-11-07,ACCEPTEE,,390000,9
DEC-000637,DEM-000637,INS-001,2023-05-18,ACCEPTEE,,385000,12
DEC-000638,DEM-000638,INS-001,2022-03-12,ACCEPTEE,,250000,3
DEC-000639,DEM-000639,INS-001,2023-05-26,ACCEPTEE,,495000,12
DEC-000640,DEM-000640,INS-001,2025-02-21,ACCEPTEE,,600000,9
DEC-000641,DEM-000641,INS-001,2022-04-15,ACCEPTEE,,115000,9
DEC-000642,DEM-000642,INS-001,2024-01-06,ACCEPTEE,,215000,12
DEC-000643,DEM-000643,INS-001,2025-08-05,REFUSEE,capacite_insuffisante,,
DEC-000644,DEM-000644,INS-001,2022-10-14,ACCEPTEE,,825000,21
DEC-000645,DEM-000645,INS-001,2025-09-28,ACCEPTEE,,400000,12
DEC-000646,DEM-000646,INS-001,2022-05-23,ACCEPTEE,,80000,3
DEC-000647,DEM-000647,INS-001,2023-03-07,ACCEPTEE,,290000,9
DEC-000648,DEM-000648,INS-001,2024-08-14,ACCEPTEE,,600000,9
DEC-000649,DEM-000649,INS-001,2025-06-23,REFUSEE,capacite_insuffisante,,
DEC-000650,DEM-000650,INS-001,2021-06-28,ACCEPTEE,,900000,6
DEC-000651,DEM-000651,INS-001,2023-03-31,ACCEPTEE,,600000,12
DEC-000652,DEM-000652,INS-001,2024-03-25,ACCEPTEE,,250000,9
DEC-000653,DEM-000653,INS-001,2025-05-23,REFUSEE,capacite_insuffisante,,
DEC-000654,DEM-000654,INS-001,2021-12-08,ACCEPTEE,,225000,12
DEC-000655,DEM-000655,INS-001,2023-09-19,ACCEPTEE,,150000,3
DEC-000656,DEM-000656,INS-001,2024-02-12,ACCEPTEE,,105000,6
DEC-000657,DEM-000657,INS-001,2024-11-13,AJOURNEE,dossier_incomplet,,
DEC-000658,DEM-000658,INS-001,2021-11-06,ACCEPTEE,,605000,12
DEC-000659,DEM-000659,INS-001,2023-05-17,ACCEPTEE,,680000,12
DEC-000660,DEM-000660,INS-001,2025-06-19,AJOURNEE,dossier_incomplet,,
DEC-000661,DEM-000661,INS-001,2024-11-02,ACCEPTEE,,95000,12
DEC-000662,DEM-000662,INS-001,2022-11-14,ACCEPTEE,,250000,6
DEC-000663,DEM-000663,INS-001,2025-09-16,ACCEPTEE,,600000,12
DEC-000664,DEM-000664,INS-001,2021-10-13,REFUSEE,capacite_insuffisante,,
DEC-000665,DEM-000665,INS-001,2022-07-26,ACCEPTEE,,110000,12
DEC-000666,DEM-000666,INS-001,2022-01-19,ACCEPTEE,,600000,12
DEC-000667,DEM-000667,INS-001,2023-01-21,REFUSEE,capacite_insuffisante,,
DEC-000668,DEM-000668,INS-001,2024-07-24,ACCEPTEE,,600000,12
DEC-000669,DEM-000669,INS-001,2022-02-05,REFUSEE,capacite_insuffisante,,
